OID_,Movements_south_projected2_Length,POINT_X,POINT_Y,TWI,S,ID,NEAR_FID,DFC
130,3.774692466879726,824963.049999999813735,9873870.508999999612570,5.7474351,5.1203446,3.6004677,1,581.365976304587321
131,4.992911955959869,824970.061300000175834,9873848.820100000128150,5.7474351,5.1203446,3.6004677,1,565.955475502199306
132,5.316147169578695,825003.177199999801815,9873929.236899999901652,5.3830094,5.7120891,3.9164240,1,569.356974202422180
133,4.261234563991311,825039.577899999916553,9873897.454099999740720,5.7474351,5.1203446,3.6505625,1,523.023931297668923
134,1.778423721052792,825477.436599999666214,9873928.931299999356270,8.1239166,2.8214953,2.3991752,1,135.770003880342784
135,3.556069826436425,825332.427799999713898,9874029.085500000044703,7.7507629,2.6500688,3.1018221,1,308.907331522194795
136,3.520614315639335,824867.511300000362098,9873986.166300000622869,6.1747270,4.9852614,3.9154484,1,716.405976434190848
137,3.900305285577698,824830.507199999876320,9873892.276799999177456,6.2592888,3.2082634,4.2291360,1,710.925646052091793
138,3.015273208521498,824891.101400000043213,9873924.151399999856949,6.2592888,3.2082634,3.8660057,1,669.122267604525405
139,1.685265715766508,824868.554600000381470,9873683.469200000166893,6.2218990,3.6877611,4.5725274,1,610.629148547282171
140,3.847964340874036,824757.461199999786913,9873938.598200000822544,5.5622940,6.5282593,4.7260141,1,796.629219231870366
141,4.262286541640148,824767.991899999789894,9874014.083100000396371,5.5622940,6.5282593,4.3858004,1,818.507235807195570
142,4.041941519304461,824918.234000000171363,9874023.012599999085069,6.1747270,4.9852614,3.7979910,1,685.200015710722710
143,2.981422595734463,824940.946800000034273,9874163.931199999526143,6.1742921,3.7994545,4.7323461,1,721.467183849747357
144,3.275655617468941,824961.143799999728799,9874165.435399999842048,6.1742921,3.7994545,4.7323461,1,703.607289285254751
145,5.051011978053527,824864.018600000068545,9874089.296000000089407,5.7820182,6.2742429,3.8679874,1,761.604148013924714
146,2.603140735203533,824705.135200000368059,9874041.223400000482798,5.5622940,6.5282593,4.5635543,1,886.956185198167759
147,3.689582923811042,824855.108300000429153,9874145.597100000828505,5.7820182,6.2742429,4.3088269,1,792.539691778881661
148,4.001177717811991,824797.839999999850988,9874135.011199999600649,5.7820182,6.2742429,4.0929480,1,840.622852513347084
149,4.971793576383415,825236.183699999935925,9874176.683299999684095,5.4093575,5.9547834,4.5040374,1,429.179538671362650
150,3.156437835864686,825470.299100000411272,9874101.061100000515580,7.8896646,2.5481067,3.9158001,1,205.169210191112086
151,4.398819347659351,825273.046199999749660,9874052.997700000181794,5.4643373,6.4576159,3.5234933,1,372.885962255690970
152,3.166534521776875,825374.768500000238419,9875393.326500000432134,5.9279456,3.8232040,2.0525427,1,316.702194648152840
153,3.279571961488480,825418.997800000011921,9876002.757400000467896,6.9864855,3.1513939,3.0827947,1,176.716664422797550
154,9.465093985553867,825468.041600000113249,9874914.618000000715256,7.2203474,3.6693769,3.1276360,1,161.232276358459103
155,8.527868371679167,825469.112599999643862,9874935.935200000181794,7.5538311,3.4328518,3.0635583,1,162.095643340310005
156,8.708754584561134,825434.651300000026822,9874923.614000000059605,7.2203474,3.6693769,3.2682681,1,195.299908861845040
157,8.939182554168648,825426.826700000092387,9874920.584100000560284,7.2203474,3.6693769,3.4090416,1,202.818060588260181
158,9.329748001934837,825401.404000000096858,9874921.366599999368191,6.7602110,2.8700824,3.4090416,1,228.207199029387198
159,5.505379904683999,825259.390399999916553,9874885.729199999943376,6.1408572,3.1087134,3.7355309,1,369.104803445696632
160,5.646161816245299,825303.800999999977648,9875010.661299999803305,7.4881673,3.2830584,3.7349417,1,333.065194417162274
161,4.600052253279794,825320.054299999959767,9875036.266699999570847,7.4881673,3.2830584,3.5923195,1,318.455683397825851
162,3.862149007314935,825238.746100000105798,9874826.303200000897050,6.1408572,3.1087134,4.0543461,1,395.699088410905745
163,3.103192357440292,825207.972400000318885,9874831.512800000607967,6.1408572,3.1087134,3.8224883,1,425.391050302284043
164,4.676123428592622,825261.906700000166893,9874804.910800000652671,6.1408572,3.1087134,4.5625582,1,375.888008999083695
165,3.442897642112495,825286.195199999958277,9874665.568700000643730,6.9910884,2.9715815,4.9933801,1,374.631213800649562
166,2.000463808214432,825195.620199999772012,9874682.608200000599027,6.3612499,3.7056663,4.5822506,1,460.661688273124810
167,4.082293627130308,825066.970599999651313,9874657.053200000897050,5.4366922,6.7647171,4.5820851,1,591.809785279537778
168,1.580605164890933,823298.282599999569356,9874154.902300000190735,6.6450887,2.9752264,1.0139116,1,2246.570231066092219
169,6.919525050509376,825399.620000000111759,9874841.646400000900030,6.7602110,2.8700824,3.9989989,1,234.301544057349275
170,10.531910911291007,825520.160600000061095,9874883.312200000509620,7.2203474,3.6693769,3.0336442,1,109.014152541838968
171,13.048169126096315,825526.521900000050664,9874931.620300000533462,7.5538311,3.4328518,2.9220717,1,104.531458791313653
172,7.844400948046088,825565.382100000046194,9874874.932600000873208,6.3555636,4.5030570,2.8922656,1,65.463741935132433
173,4.073917608551134,825236.204199999570847,9874816.480699999257922,6.1408572,3.1087134,4.5012879,1,399.639475021109604
174,6.000265128052138,825481.746199999935925,9875006.099099999293685,7.5538311,3.4328518,3.3167882,1,155.185649211528670
175,7.013881871357118,825493.928899999707937,9874850.520099999383092,7.2203474,3.6693769,3.7187667,1,139.703216665060239
176,6.733189099063071,825394.941499999724329,9874790.581199999898672,7.8215413,2.6970866,4.2217674,1,246.340853295171542
177,3.738739574402649,825464.948499999940395,9874692.971400000154972,7.3841000,2.8733885,4.1800237,1,193.864762616394557
178,4.260260128712059,825230.554899999871850,9874955.581299999728799,6.2278199,3.8028009,3.3500159,1,401.452310440907354
179,6.091236220338090,825393.163200000301003,9874802.383600000292063,6.7602110,2.8700824,4.2881789,1,246.387623002982053
180,7.756421204400241,825548.911199999973178,9874974.044299999251962,6.7251515,4.3440657,2.6926129,1,86.074995513762545
181,3.521091116962289,825394.019299999810755,9875240.609600000083447,5.8580914,4.5637436,2.8456383,1,260.511854901448828
182,3.954994525532988,825578.724999999627471,9874803.790899999439716,6.3555636,4.5030570,3.2364006,1,62.585815217183658
183,7.558274343293940,825579.968399999663234,9874824.717100000008941,6.3555636,4.5030570,3.1791945,1,58.318869033397313
184,6.889236354302266,825567.075600000098348,9874850.052400000393391,6.3555636,4.5030570,3.3759863,1,67.398661006180262
185,4.767996058971828,825298.237700000405312,9874797.361999999731779,7.8215413,2.6970866,4.4276371,1,341.037025626903016
186,4.755532596799480,825315.690700000151992,9874796.920600000768900,7.8215413,2.6970866,4.4276371,1,323.832823303663019
187,6.134206786388771,825470.810800000093877,9875030.109500000253320,7.5538311,3.4328518,3.3167882,1,167.610547185905489
188,4.963360411511376,825521.543100000359118,9875038.945199999958277,7.5538311,3.4328518,3.4161336,1,117.534934306085816
189,9.566188246449270,824989.368300000205636,9878204.819800000637770,8.1284075,1.7999051,1.3526282,1,506.487305741965827
190,6.214269587260233,824897.696899999864399,9878107.094399999827147,7.6054173,1.3262645,1.2702835,1,595.528557183441080
191,2.990570948626301,825526.141999999992549,9874531.551100000739098,8.5530539,2.4823215,4.1875806,1,159.633640989340108
192,3.208335800075181,825639.884600000455976,9874544.341099999845028,7.6300378,2.4854944,3.1429965,1,45.178035244758071
193,3.739885614340422,825458.529000000096858,9874632.305400000885129,7.9939523,2.6244791,4.5426722,1,210.941998618680230
194,4.209960794011934,825234.523799999617040,9874604.529400000348687,6.9910884,2.9715815,4.8522263,1,436.381989769201766
195,3.169600454892819,825299.357300000265241,9874670.885600000619888,8.0412560,2.6364501,5.0389137,1,360.727224974335286
196,5.219246949591882,825181.705799999646842,9873176.936100000515580,5.7748280,5.0054746,5.6094427,1,335.380203879130363
197,4.470999513851521,825185.217600000090897,9873184.338300000876188,5.7748280,5.0054746,5.6094427,1,331.254759667868427
198,4.948852110871877,825195.031700000166893,9873175.686200000345707,6.4985380,3.4286394,5.6094427,1,322.207821505070910
199,4.274180180410466,825280.312699999660254,9873225.496899999678135,5.7748280,5.0054746,5.4353223,1,232.967766773004399
200,4.013965542642823,825248.034199999645352,9873187.754899999126792,5.7748280,5.0054746,5.6419396,1,268.374315340692476
201,3.186320468414282,825273.221300000324845,9873284.881699999794364,5.7748280,5.0054746,5.0960598,1,233.577224013385461
202,4.008912992436263,825157.533999999985099,9873267.080399999395013,5.6563950,6.1661520,5.3843322,1,350.512726140675966
203,3.323801825397217,825328.226900000125170,9874700.863299999386072,7.8215413,2.6970866,4.7548332,1,326.934633141461063
204,3.443211364501673,825216.002299999818206,9874755.644999999552965,6.3612499,3.7056663,4.6130953,1,428.455712832452605
205,5.017453546698732,825227.146599999628961,9874915.648600000888109,6.1408572,3.1087134,3.4777884,1,401.618589404256966
206,3.703224050088437,825398.798600000329316,9874737.507899999618530,7.8215413,2.6970866,4.1884131,1,250.920979207649992
207,4.256484974491738,825513.158099999651313,9874747.532299999147654,7.3841000,2.8733885,3.6944070,1,136.624323065523896
208,5.305483481340260,825100.592600000090897,9874236.410599999129772,5.8181500,5.4432430,5.1348753,1,560.395502485491306
209,6.096690533303963,825374.245699999853969,9874219.397099999710917,7.7337151,3.2316959,4.5864525,1,288.519946883968657
210,5.323065977003945,825509.035799999721348,9874777.031999999657273,7.3841000,2.8733885,3.6944070,1,135.424096248333200
211,4.918732446363407,825279.712199999950826,9875040.043400000780821,6.2278199,3.8028009,3.5665326,1,358.955501269389629
212,4.381915604285212,825082.312199999578297,9878541.973500000312924,6.0068154,4.7999644,2.5654008,1,469.229020749600750
213,3.740087476899116,825081.360999999567866,9878531.922499999403954,6.0068154,4.7999644,2.5654008,1,467.585602338660522
214,4.770945216172423,825090.091199999675155,9878588.024100000038743,6.3188848,4.6485572,2.4746974,1,473.450872522831219
215,4.423171692610935,824854.228900000452995,9877845.320499999448657,7.8661056,1.3593102,1.9850104,1,632.022674471355117
216,3.554588450988826,825280.116899999789894,9878110.350999999791384,7.8065171,3.3313882,1.2818382,1,213.330260003366988
217,6.542183146320623,825328.478799999691546,9874857.134500000625849,6.7602110,2.8700824,3.6876895,1,302.471072608772261
218,6.069642352401304,825342.206799999810755,9874911.895700000226498,6.7602110,2.8700824,3.6955657,1,286.513319205743187
219,4.452530032459353,825358.327200000174344,9874805.686599999666214,6.7602110,2.8700824,4.3568087,1,280.375561021950205
220,7.059718279041978,825387.555200000293553,9874855.254899999126792,6.7602110,2.8700824,3.6009789,1,244.263836484037085
221,5.667385450447741,825438.620199999772012,9874787.083399999886751,7.3841000,2.8733885,4.1252470,1,203.632085636221490
222,4.954248068677530,825476.680700000375509,9874736.945399999618530,7.3841000,2.8733885,3.7897820,1,174.411334807849329
223,3.851180292948105,825539.559000000357628,9874749.822100000455976,7.3841000,2.8733885,3.5052490,1,110.242325503973206
224,4.279453980695944,825361.491799999959767,9874360.811899999156594,6.7792768,3.0950086,5.6327257,1,303.979927586754968
225,3.560932903130861,825302.012299999594688,9874356.106599999591708,6.7792768,3.0950086,5.6267648,1,362.408014369465491
226,3.723271577976838,825368.060899999924004,9874586.204600000753999,8.0412560,2.6364501,5.2759123,1,308.002682754651687
227,3.515740004713632,825449.053899999707937,9874395.338400000706315,7.5074954,2.5557625,5.5092115,1,221.408223727163204
228,3.310723488725450,825549.598000000230968,9874631.441800000146031,7.1004243,2.5253770,3.6290379,1,121.385114521834510
229,4.458176021018811,825383.343299999833107,9873164.897099999710917,6.5366426,3.7009983,5.5252576,1,135.484107442412835
230,5.358217183942783,825272.838800000026822,9873138.294399999082088,6.4985380,3.4286394,5.9141941,1,247.843055738695227
231,4.307927150535448,825281.680800000205636,9873197.254499999806285,5.7748280,5.0054746,5.6979928,1,234.044665045834449
232,5.556318084380793,825173.079499999992549,9873180.938500000163913,5.7748280,5.0054746,5.8761649,1,343.636970224815059
233,4.713994629263951,825177.630099999718368,9873212.260099999606609,5.7748280,5.0054746,5.5759015,1,336.452842325938377
234,4.647383428741890,825238.893699999898672,9873182.360799999907613,5.7748280,5.0054746,5.6419396,1,277.938392596923620
235,4.290716640773710,825207.324500000104308,9873211.197300000116229,5.7748280,5.0054746,5.4733987,1,306.954813804942376
236,5.005681600917766,825246.520899999886751,9873211.119100000709295,5.7748280,5.0054746,5.4506221,1,267.905552654757855
237,3.304458934836951,825172.972000000067055,9873293.760999999940395,5.7748280,5.0054746,5.0746393,1,330.926955055777796
238,4.289322848127695,825195.113499999977648,9873237.799900000914931,5.7748280,5.0054746,5.3417811,1,316.330252522072158
239,2.936405566588625,825163.597199999727309,9873222.732599999755621,5.6563950,6.1661520,5.5759015,1,349.294683266242998
240,4.108810766438568,825117.524600000120699,9873216.501000000163913,5.6563950,6.1661520,5.7543359,1,395.771356416421895
