OID_,Movements_south_projected2_Length,POINT_X,POINT_Y,TWI,S,ID,NEAR_FID,DFC
241,5.083392815800350,825131.461600000038743,9873202.720100000500679,5.6563950,6.1661520,5.7543359,1,383.262918231727724
242,6.349059555806676,825506.437099999748170,9875690.327800000086427,6.9621749,3.4085765,2.8141022,1,133.911804517595073
243,5.222098069942273,825427.753800000064075,9875556.384400000795722,6.6116366,3.6923218,2.9490972,1,229.728360632523533
244,2.973487072933871,825498.952800000086427,9875564.413499999791384,6.6116366,3.6923218,2.7379613,1,158.746160592781337
245,3.520945895597041,825299.634300000034273,9875723.408800000324845,6.8647985,3.7480357,3.2585723,1,334.582529644974443
246,3.815497243894984,825299.496500000357628,9875756.692600000649691,6.8647985,3.7480357,2.7967486,1,330.128845821474613
247,3.872152853648778,825272.951100000180304,9875717.438500000163913,5.9252663,4.4870644,3.3887668,1,361.834129344791847
248,2.509368589624047,825511.517900000326335,9875894.565999999642372,6.3319683,3.8114841,2.7071652,1,100.268324482108397
249,5.329022628179997,825168.762699999846518,9875863.773099999874830,6.3648100,4.1398592,2.1260495,1,443.956897080741669
250,4.341570818579779,825199.896399999968708,9875804.929099999368191,6.3648100,4.1398592,2.1913834,1,421.715802627604944
251,4.816842038199504,825126.047699999995530,9875879.309299999848008,5.2860932,8.0118599,2.0025837,1,484.073698737595578
252,4.393156419269424,825096.650100000202656,9875884.320900000631809,5.2860932,8.0118599,1.9235796,1,512.479110652049712
253,4.029718672691318,825068.889499999582767,9875874.287799999117851,5.2860932,8.0118599,1.8437787,1,541.371638310725984
254,3.507031303627363,825262.687300000339746,9875897.099899999797344,6.3648100,4.1398592,2.9599948,1,346.289284015881549
255,4.931838077766670,825215.705799999646842,9876050.751599999144673,6.6192589,4.7767801,3.0980783,1,368.437883286611225
256,7.161456757917859,825181.440999999642372,9876060.559900000691414,6.6192589,4.7767801,2.7582543,1,400.438228931791741
257,4.163614633155209,825080.480100000277162,9875828.352800000458956,5.2860932,8.0118599,1.9580430,1,536.338798934849592
258,5.479417517563404,825130.484500000253320,9875841.147500000894070,5.2860932,8.0118599,2.0342615,1,485.027653964279978
259,2.983614320565875,824926.500599999912083,9875768.423399999737740,5.5285606,7.0115347,2.9869735,1,697.502118944266840
260,2.121129476183138,824833.370500000193715,9875826.433199999853969,6.8288150,2.1674371,2.8723443,1,781.272426396512174
261,2.305535453142701,824838.172299999743700,9875788.490900000557303,6.8755417,2.0723524,3.3098240,1,781.876355642653380
262,2.167699817692359,824854.050499999895692,9875734.997899999842048,6.8755417,2.0723524,3.3413796,1,774.109015909641471
263,3.037493414922138,824750.082200000062585,9875757.130100000649691,6.5559549,2.1510003,3.1365123,1,873.643937558887274
264,4.133080354771032,824594.149600000120699,9875826.622199999168515,6.8702111,2.6138082,2.9952204,1,1018.107033914740782
265,4.900735619535064,824551.911199999973178,9875810.181299999356270,6.8702111,2.6138082,2.8307028,1,1062.232364401577570
266,4.239725423876712,824877.836000000126660,9875587.002900000661612,7.6425948,0.7595815,2.8018398,1,770.123592753494790
267,3.183193757599555,824843.055700000375509,9875659.488800000399351,7.6425948,0.7595815,3.2887895,1,795.613620865657822
268,3.391696307789988,824670.859299999661744,9875822.471300000324845,5.7735963,4.3499398,2.7422605,1,942.735639665292069
269,8.175827623355689,824367.790500000119209,9875505.424399999901652,4.8917704,10.4974680,1.9278729,1,1286.091833151652736
270,4.875441447232588,824223.694899999536574,9875494.426899999380112,5.2236300,9.3396158,0.8376307,1,1430.513605442852622
271,9.543935248078611,824096.741999999620020,9875343.321799999102950,5.5615950,8.5034838,0.6886210,1,1561.741738393184278
272,5.946221636129065,824159.149100000038743,9875393.453400000929832,5.5615950,8.5034838,0.9802691,1,1504.691422106337541
273,6.870599981931890,824269.330199999734759,9875306.180099999532104,5.2746253,11.0878258,1.2628388,1,1386.474459709767643
274,4.744714536915394,824331.513799999840558,9875334.768799999728799,5.2656465,9.0932322,1.4416891,1,1327.175015173358815
275,6.110925050814306,824178.781100000254810,9875360.619799999520183,5.2746253,11.0878258,1.0678577,1,1481.655105846672768
276,7.770858137392852,824353.912899999879301,9875271.792700000107288,4.8691530,11.5026407,1.4741675,1,1299.094365689950337
277,6.670852246719547,824339.297100000083447,9875240.171800000593066,4.8691530,11.5026407,1.5598775,1,1310.748398386349891
278,1.581178294595624,824563.115399999544024,9875362.337700000032783,5.7768297,6.6908784,2.3432422,1,1099.986373274603466
279,2.898929044445028,824588.399000000208616,9875500.813899999484420,5.2467251,9.6147461,2.6160700,1,1067.381693349344232
280,6.270986915890699,824455.794099999591708,9875543.144899999722838,5.5406404,8.6361685,2.3320761,1,1194.422940000794142
281,2.972326867561629,823623.223699999973178,9873904.459499999880791,7.8112664,0.8919176,3.3126478,1,1875.392350905953435
282,4.195248789744123,823468.920800000429153,9873810.191299999132752,7.9542747,0.5459648,2.5070601,1,2014.603213773918242
283,5.281949704389683,824347.630499999970198,9875194.451999999582767,4.8691530,11.5026407,1.9093716,1,1298.907507959929262
284,3.664898377779651,824314.112300000153482,9875086.425000000745058,5.4551973,6.4292550,2.8432043,1,1325.560198348821359
285,4.106818740836939,824400.113800000399351,9875077.304500000551343,5.4551973,6.4292550,3.2352433,1,1239.155173730114711
286,6.719289986714569,824542.174300000071526,9875000.207000000402331,5.2063160,9.2475519,3.7207479,1,1091.046094487227492
287,5.806923312716937,824504.921199999749660,9874948.868000000715256,5.2063160,9.2475519,4.0885358,1,1124.607486110673790
288,5.425666614558293,824443.485899999737740,9874984.259500000625849,5.2063160,9.2475519,3.5820854,1,1188.058041491676931
289,4.111638803187109,824536.209999999962747,9874858.215399999171495,5.4036012,6.2636771,4.2128181,1,1092.800966243816447
290,3.878416490959022,824562.860199999995530,9874822.426000000908971,5.5063901,6.1064229,4.2085786,1,1068.064926850493066
291,5.296914846759803,824511.676099999807775,9874804.554300000891089,5.4036012,6.2636771,4.1963019,1,1120.461140803613489
292,4.972159518860045,824456.079199999570847,9874932.875900000333786,5.2063160,9.2475519,3.7248528,1,1172.799796247863242
293,5.829186044743315,824517.610899999737740,9874914.632999999448657,5.4036012,6.2636771,4.1727791,1,1110.857498772618101
294,4.072214702275002,824619.216099999845028,9874667.184699999168515,6.0316753,3.9301174,4.4923968,1,1031.761725166167935
295,3.193505515152181,824649.930700000375509,9874589.938100000843406,6.0316753,3.9301174,4.5972638,1,1014.119269488481677
296,3.615002983603611,824667.352599999867380,9874551.299000000581145,6.0316753,3.9301174,4.4027119,1,1003.934500631621518
297,3.974182522968746,824620.725999999791384,9874565.404400000348687,6.0316753,3.9301174,4.3164020,1,1047.261892523393726
298,5.904167207619955,824492.520700000226498,9874513.116900000721216,5.5247846,5.2122774,3.4656355,1,1182.783215868605566
299,2.790729604927429,824599.273699999786913,9874497.872800000011921,5.9703546,3.3337088,3.9704580,1,1077.341358607328857
300,4.576549463449260,824582.214900000020862,9874421.725400000810623,5.7152691,5.7890692,3.5480037,1,1084.770618457974479
301,5.442711318865132,824460.497800000011921,9874519.806600000709295,5.5247846,5.2122774,3.4656355,1,1213.079667055997788
302,5.571989186695894,824459.989599999971688,9874462.648499999195337,5.5247846,5.2122774,3.2688870,1,1211.144097126106317
303,5.525374150026241,824378.247899999842048,9874432.131899999454618,5.2366562,8.2010803,2.3079417,1,1288.553866870012826
304,4.800289443330746,824235.655899999663234,9874511.462500000372529,5.8625994,6.7920995,1.2262119,1,1435.753007668828332
305,5.491731188028258,824069.019299999810755,9874530.812799999490380,5.5149231,6.7707505,0.8523469,1,1596.322033885466908
306,6.302669930533254,824529.944600000046194,9874410.361800000071526,5.3977399,7.3419356,3.2981219,1,1135.385039544303709
307,4.270317094914362,824711.278300000354648,9874350.900900000706315,5.9778228,3.4548624,4.3179007,1,949.538579595437454
308,3.502075363018670,824683.267199999652803,9874418.137199999764562,5.9778228,3.4548624,4.1765962,1,984.058200383375038
309,5.495473122302418,824629.471499999985099,9874327.470000000670552,5.7152691,5.7890692,3.4694774,1,1030.025776585963513
310,4.321255395518613,824123.586799999698997,9874518.540500000119209,5.5149231,6.7707505,0.8603947,1,1544.719225238248555
311,6.438431104210674,824068.767799999564886,9874482.801500000059605,5.5149231,6.7707505,0.6233431,1,1601.833390427942959
312,6.313690521234612,824087.244400000199676,9874464.470799999311566,5.5149231,6.7707505,0.6233431,1,1581.348588968379772
313,5.213927621388992,824107.561999999918044,9874564.323100000619888,5.4865017,9.2315826,0.9739107,1,1552.947618347709749
314,4.163118744868669,824168.463399999774992,9874470.880400000140071,5.8625994,6.7920995,0.8377851,1,1501.427974580970613
315,3.150814624797277,823995.950199999846518,9874458.536499999463558,5.2581782,6.8096571,0.4099712,1,1671.491006328702042
316,5.335493046627734,823900.909799999557436,9874479.257500000298023,5.0577269,9.2952032,0.1674394,1,1768.181123521388145
317,4.962727823897499,823955.964999999850988,9874507.462899999693036,5.2581782,6.8096571,0.4014331,1,1711.693798445783614
318,3.751834458027279,825224.671299999579787,9873648.538699999451637,6.4925685,4.2171850,2.6004493,1,254.743115983084408
319,3.508958479618041,825254.804600000381470,9873802.720300000160933,6.1752925,5.1399097,2.6251643,1,287.897623727172800
320,3.968184128775245,824978.394700000062585,9874073.267599999904633,6.1742921,3.7994545,4.1831369,1,650.527917090747565
321,4.305654990926685,824974.411100000143051,9874270.364700000733137,7.8048458,1.1965331,4.9837308,1,684.578770329625172
322,6.158134536817503,825129.184000000357628,9874466.485500000417233,5.9437256,5.9255729,5.5076952,1,547.654422269433326
323,2.904375857458800,825031.027999999932945,9874526.258400000631809,7.6050334,1.3496447,5.8679419,1,650.323902833849161
324,4.839631906407166,824829.545800000429153,9874557.997700000181794,7.0617051,2.8461497,5.2234287,1,843.183345041187295
325,3.588327434254177,824901.486399999819696,9874259.459400000050664,6.6470418,2.1819162,4.3849401,1,757.817976183653855
326,6.091461314969488,824841.925300000235438,9874570.882400000467896,7.0617051,2.8461497,4.8797998,1,828.687424241681242
327,2.988129599691986,824814.832299999892712,9874950.824999999254942,8.0880480,0.4273118,3.2227507,1,815.280672682480372
328,4.017845793570865,824757.615000000223517,9875178.142300000414252,6.4413400,2.5900271,2.7369645,1,888.727808920279131
329,4.066277788475113,824938.791199999861419,9874587.687000000849366,7.3758483,1.6800342,5.3856430,1,730.378790646301695
330,5.276484581085716,825094.431599999777973,9875221.757300000637770,5.9030790,4.3307343,2.6440275,1,557.107765402921359
331,4.628032165933533,825146.067999999970198,9875216.305900000035763,5.9030790,4.3307343,2.6483996,1,505.189021149552218
332,2.129955053756981,824780.318900000303984,9875295.977199999615550,6.4413400,2.5900271,2.0290587,1,876.703727805289304
333,3.469143147946846,824716.576500000432134,9875317.609200000762939,6.3847718,2.6226695,2.1150558,1,942.268879902930621
334,3.732524662784099,824889.574199999682605,9875990.953099999576807,7.4419546,1.5453779,2.6594799,1,700.004925847367872
335,0.637032778997488,825496.129499999806285,9876247.958799999207258,7.4354339,3.8511674,3.1807723,1,67.875931483679750
336,3.273602886362430,825356.224399999715388,9876126.707699999213219,7.7599826,3.1253839,3.9980395,1,217.811945503190685
337,2.223831532519008,825215.864900000393391,9876168.349300000816584,6.6192589,4.7767801,3.3113127,1,351.373448125358323
338,4.564139455339832,825288.739500000141561,9876203.967900000512600,8.2165089,2.6841528,3.6153491,1,276.865594645560918
339,3.139120259941207,825383.463999999687076,9876258.892599999904633,7.8776612,3.0932128,3.0907643,1,180.011309251094076
340,3.137931167166752,825369.796199999749660,9876249.570499999448657,7.8776612,3.0932128,3.4734681,1,194.042531786568873
341,2.505386397228800,825393.950699999928474,9876248.934900000691414,7.8776612,3.0932128,3.4734681,1,169.933057270374377
342,1.645284321801129,825208.036799999885261,9876622.923900000751019,7.3294220,3.1590691,2.9477546,1,335.464011754230114
343,3.077539776654186,825104.662100000306964,9876239.051400000229478,6.3599300,3.9466722,2.8784237,1,459.385183875062125
344,2.413879139261407,825407.515599999576807,9876325.165599999949336,8.1599760,3.0410371,2.6350694,1,153.317042984460159
345,2.128525407988254,825046.478099999949336,9876972.223899999633431,6.4827857,3.8996825,1.6358789,1,472.870040816446647
346,2.606346801224178,825047.942300000227988,9876946.150000000372529,6.4827857,3.8996825,1.6358789,1,473.143489219549338
347,2.404342537940634,824486.626799999736249,9877119.615000000223517,7.7111249,0.6499046,2.1809301,1,1021.677080875949628
348,4.935534363796923,824279.810600000433624,9876786.416500000283122,5.6172619,5.8443007,4.7115612,1,1250.265277997160410
349,3.636533806939987,824262.659300000406802,9876781.675899999216199,5.6172619,5.8443007,4.6883926,1,1267.701733865465485
350,4.077945232573338,824240.866899999789894,9876775.646700000390410,5.6172619,5.8443007,4.5539007,1,1289.856851032183386
351,2.271556737407619,824266.746500000357628,9876756.781600000336766,5.6172619,5.8443007,4.8889408,1,1265.334421255603047
352,4.649390862811530,824252.610899999737740,9876809.525800000876188,5.1249280,7.3528256,4.3540397,1,1275.813113624170228
353,6.432346130157729,824274.196899999864399,9876874.760399999096990,5.1249280,7.3528256,3.5023212,1,1249.923927374481536
354,4.481507825955274,824435.563500000163913,9876841.722599999979138,6.6179495,4.0084500,3.7435682,1,1091.112362993551187
355,5.090357887644373,824399.798499999567866,9876832.070599999278784,5.1183214,7.7623949,4.2556243,1,1127.440189377885190
356,3.413611721415185,824294.962600000202656,9876707.370699999853969,5.6577539,6.4924884,5.3807421,1,1240.579498986432100
357,3.870336214595464,825219.656200000084937,9877242.090800000354648,7.1071320,3.5525410,2.3088410,1,282.124269182777198
358,2.909302880888275,825461.912600000388920,9877227.971699999645352,6.0857472,5.2717443,1.5275078,1,41.343612111415375
359,2.007347888265338,825509.690499999560416,9878643.009299999102950,6.7468791,4.0490928,2.6450927,1,81.747006657002359
360,1.575406620574741,825518.747700000181794,9878597.333399999886751,6.7468791,4.0490928,2.2905824,1,61.341168825331842
361,2.111773343387139,824769.855100000277162,9878760.740399999544024,6.2703528,2.5518377,3.3720160,1,827.144397886389811
362,3.307385127001003,824732.587700000032783,9878777.555199999362230,6.2703528,2.5518377,3.1778393,1,867.467664641258693
363,4.292574725852676,824326.246199999935925,9878759.145600000396371,5.8073688,4.7957788,3.9317155,1,1255.679449889237958
364,5.243635466268325,824501.553000000305474,9878806.920399999246001,5.5000701,5.9107585,2.9526618,1,1098.352212784376206
365,5.553264014306201,824465.082600000314415,9878806.200099999085069,5.5000701,5.9107585,3.3975465,1,1133.433094926073863
366,5.220410440321723,824255.805999999865890,9875529.918299999088049,5.2236300,9.3396158,1.2006421,1,1394.636040855719102
367,5.376094191583305,824222.825500000268221,9875568.221000000834465,5.6562967,7.4664645,0.6335413,1,1422.504117398348171
368,5.461171531703142,824184.254200000315905,9875587.431299999356270,5.6562967,7.4664645,0.7660096,1,1458.057568366544047
369,5.267614541357307,824125.185100000351667,9875593.930700000375509,5.2818274,9.3631954,0.3875010,1,1515.665917734122104
370,4.823898539900998,824173.671000000089407,9875602.896700000390410,5.6562967,7.4664645,0.7660096,1,1466.406810974518748
371,6.073302548594294,824203.405600000172853,9875625.737800000235438,5.6562967,7.4664645,1.0573244,1,1433.763105891408259
372,5.521030308847701,824114.937099999748170,9875610.857100000604987,5.2818274,9.3631954,0.5888010,1,1523.460231795686013
373,4.583193591697436,824128.699400000274181,9875707.211899999529123,5.7607355,9.0115557,1.0973479,1,1495.696778346297606
374,7.137034695725741,824072.695799999870360,9875654.360999999567866,5.2818274,9.3631954,0.6962322,1,1558.780788582406331
375,5.930147965499491,824123.718500000424683,9875655.261499999091029,5.2818274,9.3631954,0.8968635,1,1508.189006798246737
376,4.591078853934374,824155.052600000053644,9875733.973799999803305,5.7607355,9.0115557,1.4615296,1,1465.853834495843330
377,5.068889523691780,824118.534300000406802,9875735.983899999409914,5.7607355,9.0115557,1.2701503,1,1501.730254819457514
378,4.770429194243134,824150.540199999697506,9875755.724199999123812,5.7607355,9.0115557,1.8107644,1,1467.274194241834948
379,4.787428024600380,824201.904400000348687,9875779.604100000113249,5.6080508,7.6537671,1.9701142,1,1413.070780584045679
380,5.479304605614666,824083.341400000266731,9875804.427999999374151,5.3663688,8.7319040,1.4332047,1,1526.767154318315761
381,5.508594726202983,824120.062400000169873,9875823.176699999719858,5.3663688,8.7319040,1.8537098,1,1487.231890547859848
382,8.282632882278619,823988.114199999719858,9875843.880999999120831,5.0810375,8.4075851,1.2200212,1,1613.222257592090045
383,6.696708117666274,824074.980999999679625,9875857.182700000703335,5.3663688,8.7319040,1.5774827,1,1525.367352483872082
384,6.305314529041723,824085.702300000004470,9875893.719200000166893,5.3663688,8.7319040,1.7095858,1,1508.793020868366966
385,4.804517283085320,824135.991200000047684,9875958.208200000226498,6.0703230,4.2481208,2.8926351,1,1449.564221780594153
386,5.948745807942150,824028.263799999840558,9875928.405899999663234,5.4226031,8.2490520,1.7053216,1,1560.496032960070806
387,3.139648298754950,824064.537700000219047,9875955.729599999263883,6.0703230,4.2481208,2.1535141,1,1520.609502820492253
388,4.616178247522678,824000.821000000461936,9875977.363500000908971,5.4226031,8.2490520,1.8839869,1,1580.522390644312509
389,3.640759467327593,823992.464200000278652,9875957.393899999558926,5.4226031,8.2490520,1.6502094,1,1591.660951434135086
390,4.963998969472802,823977.542100000195205,9876056.092900000512600,6.3578181,5.8121037,2.0117118,1,1594.755360541951632
391,5.086811360021930,823974.541799999773502,9876064.917099999263883,6.3578181,5.8121037,2.0117118,1,1596.995662441259356
392,6.665105657036302,823950.224499999545515,9876063.848899999633431,6.3578181,5.8121037,1.4667976,1,1621.318859282146832
393,4.931612387078964,823963.005699999630451,9876075.119599999859929,6.3578181,5.8121037,2.0117118,1,1607.693889509034534
394,7.147712413825459,823937.186400000005960,9876138.915100000798702,6.3578181,5.8121037,2.1063421,1,1629.940955216564362
395,5.174425720440361,823934.814399999566376,9876173.269300000742078,6.3578181,5.8121037,2.2911561,1,1630.931088978763682
396,6.606240328882548,823907.655399999581277,9876193.256200000643730,5.6337814,7.1277609,2.2052805,1,1657.265328663554556
397,5.412405891481161,823889.954300000332296,9876232.864199999719858,5.6337814,7.1277609,2.3747892,1,1673.361154175265483
398,6.086925529536758,823842.469100000336766,9876287.685200000181794,5.6337814,7.1277609,1.5741187,1,1718.605960453699936
399,2.574728500389888,823947.474700000137091,9876337.470499999821186,6.4827585,3.1092002,3.0899727,1,1611.685313937223100
400,3.096131573355541,823834.916000000201166,9876403.469000000506639,6.5248327,2.8458974,2.1389282,1,1720.417141082334183
401,3.807802331573034,823848.563099999912083,9876374.053400000557303,6.5248327,2.8458974,2.4129894,1,1708.823126786255443
402,2.987327668798121,823914.586900000460446,9876429.007899999618530,5.8783221,3.7342846,2.9989054,1,1639.179958032654895
403,3.543741860024964,823958.929600000381470,9876376.888599999248981,6.4827585,3.1092002,3.9908888,1,1598.522602978911209
404,4.824019780860411,823810.278099999763072,9876427.826600000262260,5.8783221,3.7342846,1.8242263,1,1743.323471423154842
405,4.846251334537468,823705.300300000235438,9876508.061100000515580,5.7525091,4.8049836,1.6592360,1,1842.541163294501075
406,2.691691974055479,823759.720599999651313,9876535.641000000759959,5.7525091,4.8049836,1.9883127,1,1786.354706707351397
407,3.878210907965419,823733.061900000087917,9876589.806099999696016,5.6163239,5.0580716,2.0557287,1,1809.229296405778314
408,3.116295278933202,823741.143199999816716,9876620.314799999818206,5.6163239,5.0580716,2.3485715,1,1799.071150911806171
409,4.974771141924926,823657.867700000293553,9876642.462700000032783,5.8475862,4.3661451,1.8242388,1,1880.628348886273670
410,4.822540726684522,823582.579800000414252,9876664.125499999150634,5.8475862,4.3661451,1.6401286,1,1954.250144710851828
411,4.205907321689888,823693.426699999719858,9876691.179099999368191,6.0957580,3.5015647,2.1759450,1,1841.806559122322142
412,3.864973629704906,823692.859500000253320,9876714.194099999964237,6.0957580,3.5015647,2.1759450,1,1840.791295481056977
413,6.883637035508758,823591.726900000125170,9876695.767300000414252,6.0775361,3.2943287,1.7285491,1,1942.950873663404764
414,2.778300121543666,823703.079400000162423,9876780.474999999627471,6.0957580,3.5015647,2.4875538,1,1826.048253907921435
415,2.493283828411071,823723.821100000292063,9876769.832299999892712,6.0957580,3.5015647,2.4875538,1,1806.080518254670096
416,3.947901744111658,823617.871399999596179,9876816.633700000122190,5.9973636,3.4608212,2.0801144,1,1908.662298042210068
417,5.680953783056133,823569.712399999611080,9876740.343599999323487,6.0775361,3.2943287,1.8014767,1,1961.850983491397301
418,3.708516475060822,823648.407300000078976,9876836.485700000077486,5.9973636,3.4608212,2.2948294,1,1876.873497972394716
419,3.989839101022429,823616.254300000146031,9876831.106300000101328,5.9973636,3.4608212,2.0801144,1,1909.313115949557641
420,4.359130584067758,823577.833499999716878,9876853.712500000372529,5.9973636,3.4608212,1.8580537,1,1946.145082307995153
421,4.536216614241977,823568.125699999742210,9876868.386800000444055,5.9973636,3.4608212,1.8580537,1,1954.855263838421024
422,2.660581626459347,823604.264700000174344,9876905.422700000926852,5.9973636,3.4608212,2.0501547,1,1916.332720678387204
423,4.757517566345693,823558.952399999834597,9877025.878699999302626,6.0817561,4.3775158,1.5937910,1,1953.532068843880779
424,2.790998574575434,823617.354600000195205,9877078.440300000831485,6.3741260,2.8441169,1.9643669,1,1891.762883422176856
425,3.772717367160409,823765.491700000129640,9877060.722599999979138,6.8346124,1.7253799,2.7907343,1,1745.132442740307852
426,4.163803329656501,823658.996299999766052,9877137.924900000914931,6.3741260,2.8441169,2.5023167,1,1845.917085541338793
427,3.097865771070551,823570.954699999652803,9877107.280500000342727,6.3741260,2.8441169,2.2559805,1,1936.141599010440359
428,4.407165375737615,823505.112300000153482,9877136.146500000730157,5.4481263,5.2992997,2.0532680,1,1999.244775046425957
429,3.878048288605760,823548.452499999664724,9877228.341700000688434,5.9409237,3.5708649,2.3177416,1,1947.145037490500954
430,4.015426079195017,823496.301099999807775,9877204.538499999791384,5.4980488,5.8561792,2.1950784,1,2001.363884938341926
431,3.650233342059755,823586.485100000165403,9877201.346499999985099,5.9409237,3.5708649,2.4251387,1,1911.917642297623843
432,3.788076414588484,823505.652700000442564,9877253.007099999114871,5.4980488,5.8561792,2.2363038,1,1987.343587677746427
433,3.884809435183305,823494.529299999587238,9877264.062799999490380,5.4980488,5.8561792,2.2363038,1,1997.339235531536815
434,4.531421349862094,823500.717299999669194,9877292.536900000646710,5.4980488,5.8561792,2.2723410,1,1988.411781302337431
435,2.746710367981156,823461.028099999763072,9877176.145800000056624,5.4980488,5.8561792,1.9752144,1,2039.230593324203483
436,3.905964139473842,823579.040400000289083,9877307.305299999192357,6.1759553,2.6950879,2.4768057,1,1909.023788982593715
437,3.883947290148133,823600.009700000286102,9877282.756300000473857,5.9409237,3.5708649,2.5008156,1,1890.540967885905729
438,3.764757692480996,823606.378700000233948,9877304.752199999988079,6.1759553,2.6950879,2.4982543,1,1882.063301781063501
439,4.486869928725127,823633.885900000110269,9877347.390900000929832,6.1759553,2.6950879,2.5456562,1,1850.638879398190966
440,3.381905635696095,823471.461600000038743,9877344.029100000858307,5.8721595,4.0319738,2.1865721,1,2012.769045138571300
441,3.457014644391828,823535.081600000150502,9877366.339199999347329,5.8721595,4.0319738,2.4439077,1,1947.614794291864655
442,3.381007571600433,823560.069699999876320,9877387.190899999812245,6.1759553,2.6950879,2.5090041,1,1921.266725717131294
443,3.114293771686074,823434.257799999788404,9877374.656600000336766,5.8721595,4.0319738,2.0521932,1,2047.623709906722979
444,2.623070652336301,823421.259800000116229,9877397.346000000834465,5.8721595,4.0319738,2.0521932,1,2059.246778527427523
445,2.697288128631634,823504.633500000461936,9877423.210100000724196,5.8721595,4.0319738,2.3535235,1,1974.715565541289152
446,1.992721267660565,823557.021200000308454,9877495.642100000753999,6.5420504,2.5448689,2.4695382,1,1920.534491578045845
447,2.489578327510961,823512.069799999706447,9877500.993599999696016,6.0906949,4.2634220,2.3471971,1,1965.457681022943234
448,2.240632469381069,823529.542999999597669,9877465.882999999448657,6.0906949,4.2634220,2.4807367,1,1948.433147631603333
449,2.665880662384864,823522.869699999690056,9877515.668199999257922,6.0906949,4.2634220,2.4695382,1,1954.657885892780314
450,3.424666687442678,823539.287800000049174,9877444.444800000637770,6.0906949,4.2634220,2.4784348,1,1939.278464417087434
451,2.377553509877991,823534.916400000452995,9877556.378200000151992,6.2919974,2.8293645,2.3459535,1,1943.191595367238961
452,1.795676629079402,823550.523299999535084,9877596.549100000411272,6.2011285,2.9363658,2.2314444,1,1928.654698062063062
453,2.698708261066248,823540.593700000084937,9877580.093399999663234,6.2919974,2.8293645,2.3459535,1,1938.143360774286521
454,3.704197819693493,823595.432300000451505,9877623.173800000920892,6.2011285,2.9363658,2.3224885,1,1884.469310223369803
455,2.766283979429515,823598.436200000345707,9877642.356399999931455,6.2011285,2.9363658,2.2503462,1,1881.976387147270316
456,3.308696578738073,823590.059899999760091,9877674.857300000265241,6.2011285,2.9363658,2.0453727,1,1891.213672191828209
457,3.272632343606863,823659.437300000339746,9877661.910499999299645,6.2011285,2.9363658,2.3726885,1,1821.516633750764186
458,2.986972365142581,823630.496799999848008,9877693.922700000926852,5.9770479,4.2978787,2.1290781,1,1851.297861335513744
459,2.568406792536406,823678.473299999721348,9877735.592299999669194,7.2993956,1.1762356,2.3781445,1,1804.445983785324643
460,3.209050795953467,823651.589599999599159,9877718.103599999099970,5.9770479,4.2978787,2.2376122,1,1830.855296051334108
461,2.490983527762427,823545.010300000198185,9877700.455499999225140,5.9770479,4.2978787,1.8417678,1,1936.927809182643614
462,3.824646828219056,823579.889200000092387,9877731.326500000432134,5.9770479,4.2978787,1.8936431,1,1902.881852957257252
463,3.282438802929518,823533.041100000031292,9877735.218800000846386,6.2653332,3.1394949,1.6704812,1,1949.816864145589989
464,3.997719000869020,823554.685399999842048,9877775.620200000703335,5.9770479,4.2978787,1.5235342,1,1929.254170090932803
465,4.204786399727093,823522.713499999605119,9877775.489399999380112,6.2653332,3.1394949,1.4783320,1,1961.211295271364406
466,4.708643872431328,823515.202200000174344,9877784.255499999970198,6.2653332,3.1394949,1.4783320,1,1968.952963112140651
467,4.454251709930269,823545.505199999548495,9877793.414699999615550,5.9770479,4.2978787,1.5235342,1,1938.904142802949309
468,3.706275900771787,823540.122700000181794,9877817.465199999511242,5.6012506,5.3092647,1.6534181,1,1944.924055657599865
469,4.156535334909159,823511.961099999956787,9877809.233200000599027,5.6012506,5.3092647,1.4954084,1,1972.856879674256334
470,4.065332741262465,823485.123300000093877,9877826.013499999418855,5.6012506,5.3092647,1.2840255,1,2000.131253088884250
471,3.027377882774895,823483.316999999806285,9877849.975099999457598,5.6012506,5.3092647,1.2885971,1,2002.573866505359092
472,2.675776915587627,823533.140300000086427,9877853.473999999463558,5.6012506,5.3092647,1.7274500,1,1952.861180912198506
473,2.870638152072987,823567.576200000010431,9877880.521199999377131,5.7416382,3.6015136,1.6582085,1,1919.156423181808123
474,3.012558131692793,823603.821800000034273,9877869.380599999800324,5.7416382,3.6015136,1.9364408,1,1882.627489743255865
475,3.284574158170747,823651.235000000335276,9877868.319599999114871,5.7416382,3.6015136,2.0225191,1,1835.202840386444450
476,3.129662080871073,823650.545400000177324,9877877.849700000137091,5.7416382,3.6015136,1.8301421,1,1836.145527593614815
477,2.599865846842130,823645.973799999803305,9877891.667099999263883,5.7416382,3.6015136,1.8301421,1,1841.082808829133455
478,2.848967521115510,823506.985899999737740,9877913.217900000512600,5.6012506,5.3092647,1.4231271,1,1980.594462222646143
479,3.148957698871985,823527.806699999608099,9877932.341499999165535,6.0233865,3.8705564,1.5968268,1,1960.289366733262568
480,2.755027719384089,823487.331899999640882,9877942.060300000011921,6.0233865,3.8705564,1.4816245,1,2001.008211152697641
481,2.740044512539272,823447.599600000306964,9877904.032600000500679,5.6012506,5.3092647,1.0741982,1,2039.715611607704659
