OID_,mem_point_LineOID,mem_point_Value,Movement_Merge_FID,Movement_Merge_Id,Movement_Merge_Length,Movement_Merge_Distance,Movement_Merge_UniID,POINT_X,POINT_Y,TWI,S,ID,NEAR_FID,DFC
1,0,0,0,0,35,35.4070154227,1,825574.2361,9891244.4891,7.6016974,2.3459892,1.7726862,1,127.26440505041
2,1,0,1,0,5,4.65284094137,2,825767.0207,9891224.4512,6.2489495,3.847044,0.8807949,1,66.1471460690208
3,2,0,2,0,5,5.20161376336,3,825718.8113,9891072.2935,6.6077652,3.5987039,1.5404894,1,43.0769846410195
4,3,0,3,0,8,8.35431663523,4,825892.6302,9890945.6036,6.6010199,2.8176479,1.0391095,1,147.42829196567
5,4,0,4,0,13,12.8996504766,5,825854.0186,9890677.6066,7.0764279,2.8429329,2.1916773,1,28.9936839621824
6,5,0,5,0,11,11.340898934,6,825769.0078,9890485.0821,8.256403,1.6683685,3.3952775,1,206.121341170861
7,6,0,6,0,11,11.2825706971,7,825657.3711,9890471.0856,8.3263464,1.6279056,3.3145404,1,312.455666780292
8,7,0,7,0,16,15.7782740136,8,825670.8031,9890577.8099,7.7952905,1.840613,3.8524837,1,221.789959918626
9,8,0,8,0,15,14.9266575335,9,825513.045,9890614.1091,6.3429489,3.8507605,4.0459404,1,307.651008551084
10,9,0,9,0,5,5.10859300016,10,825393.6096,9890617.4164,7.235105,1.9866453,5.447227,1,405.789023024626
11,10,0,10,0,3,2.84042822328,11,825274.4234,9890799.8205,7.673861,1.7368671,4.8657165,1,463.905027443783
12,11,0,11,0,5,4.56320877227,12,825050.2613,9890760.9509,7.9285374,1.4865731,4.8152871,1,684.355678054359
13,12,0,12,0,4,4.39440263424,13,825059.072,9890749.2828,7.9285374,1.4865731,4.8152871,1,680.730872345292
14,13,0,13,0,6,5.50245384106,14,825003.5358,9890722.7715,5.9799504,4.5069418,4.6667323,1,742.228057969766
15,14,0,14,0,5,4.97987316364,15,824994.8046,9890766.5601,5.9799504,4.5069418,4.4021797,1,734.086630833069
16,15,0,15,0,4,4.36362884717,16,824933.5534,9890745.7903,5.9799504,4.5069418,4.2244406,1,798.747164880806
17,16,0,16,0,6,5.58297028314,17,825019.2786,9890701.2211,5.9799504,4.5069418,4.6667323,1,736.809188936151
18,17,0,17,0,6,6.28908661404,18,824994.54,9890680.7291,5.9799504,4.5069418,4.4367585,1,767.872558065428
19,18,0,18,0,4,4.17715831589,19,824944.269,9890706.3937,5.9799504,4.5069418,4.2443204,1,803.158609752543
20,19,0,19,0,3,2.59912405679,20,825079.1848,9890655.964,6.507823,2.4784346,4.7208257,1,689.589473106709
21,20,0,20,0,5,5.00790926696,21,825055.6368,9890712.876,7.9285374,1.4865731,4.8246746,1,698.933315277312
22,21,0,21,0,3,2.72726802893,22,824975.0446,9890890.468,6.8405204,2.142714,4.2569933,1,720.694063522634
23,22,0,22,0,474,473.532520884,23,825431.2348,9891291.2932,7.7103043,1.8001809,1.934302,1,275.936572757192
24,23,0,23,0,9,9.01264450734,24,825707.7031,9891310.5251,6.9870887,3.0716696,0.9051961,1,3.6281430828815
25,24,0,24,0,3,2.62778533082,25,825731.9258,9891397.732,6.9870887,3.0716696,0.6973616,1,42.7596989775679
26,25,0,25,0,12,11.7088448762,26,825672.3944,9891462.8037,6.608655,2.6470237,1.2613598,1,13.5334926838664
27,26,0,26,0,3,2.77245510351,27,825724.9408,9891524.7957,6.608655,2.6470237,1.0066316,1,32.5836448995155
28,27,0,27,0,7,6.74169858015,28,825648.2544,9891764.264,5.9628706,5.1261029,2.5569241,1,26.7948233855131
29,28,0,28,0,11,11.1843576437,29,825533.7734,9891910.7111,7.0004516,2.2695549,4.4002929,1,29.3625110354524
30,29,0,29,0,9,8.99273803526,30,825490.17,9891965.9562,5.8251047,4.293222,4.9952536,1,34.0559289127973
31,30,0,30,0,7,7.35409881931,31,825510.4988,9892005.6262,5.8251047,4.293222,4.6605148,1,4.43296160375795
32,31,0,31,0,7,7.07997940331,32,825433.3462,9892066.11,6.304029,2.5878246,5.530035,1,28.8125664002145
33,32,0,32,0,5,5.37176921269,33,825497.5078,9892097.7146,6.304029,2.5878246,5.1590571,1,42.543463650658
34,33,0,33,0,15,14.9067825494,34,825355.1881,9891987.6477,7.0413299,1.8304803,6.4432874,1,136.126264222187
35,34,0,34,0,15,15.2273702107,35,825334.286,9891993.0717,7.0413299,1.8304803,6.5297222,1,151.153869600088
36,35,0,35,0,15,14.8567313911,36,825210.9855,9891932.1793,7.5032477,1.280781,7.5113592,1,288.359007179724
37,36,0,36,0,16,15.9848948701,37,825381.0936,9891818.6437,6.6267042,1.9563442,5.8582659,1,207.214061868542
38,37,0,37,0,44,44.1191666836,38,825281.5484,9891658.8368,6.8746543,2.0205319,5.5597863,1,380.666894944713
39,38,0,38,0,100,99.5985878973,39,825358.8598,9891714.1295,7.3074751,1.5975685,5.4777012,1,285.632845023834
40,39,0,39,0,402,401.537537837,40,825457.6422,9891297.3552,7.7103043,1.8001809,1.934302,1,248.914182926825
41,40,0,40,0,17,16.954541344,41,824905.3453,9891637.8094,6.7548652,2.149615,6.4749188,1,703.556261676927
42,41,0,41,0,15,14.7296001097,42,824910.3062,9891756.9515,7.7733846,1.5575507,7.8732834,1,636.371244828117
43,42,0,42,0,16,16.4012973298,43,824869.6662,9891763.3015,7.7733846,1.5575507,7.5204029,1,668.327682708179
44,43,0,43,0,16,15.7610277287,44,824896.5743,9891795.7086,7.7733846,1.5575507,8.0334597,1,628.817087150337
45,44,0,44,0,16,16.1054220463,45,824996.3754,9891811.9805,6.7926774,2.3778095,8.1615572,1,534.307532526136
46,45,0,45,0,17,16.6298903308,46,825090.253,9891874.0089,6.5941067,3.5989571,7.6698508,1,421.976552866813
47,46,0,46,0,16,16.0094008571,47,824738.0734,9891648.7032,6.5126638,2.9524188,5.8255558,1,839.671589348175
48,47,0,47,0,14,14.4419169617,48,824807.1298,9891622.8269,6.7548652,2.149615,6.0176811,1,794.388541869908
49,48,0,48,0,14,14.3473755767,49,824669.9298,9891579.0647,6.5126638,2.9524188,4.832274,1,933.77889336818
50,49,0,49,0,14,14.1959043566,50,824635.6001,9891614.7042,7.3182569,1.4668598,4.8865051,1,945.361451209131
51,50,0,50,0,16,15.9498648993,51,824660.6561,9891416.2861,6.0401607,3.3956494,3.6266637,1,1025.85533102132
52,51,0,51,0,15,15.2902920272,52,824641.8204,9891349.5016,6.0401607,3.3956494,3.6612313,1,1047.40098232775
53,52,0,52,0,13,12.8056949469,53,824535.246,9891274.5979,6.2588496,3.1122372,3.1435354,1,1156.63479356201
54,53,0,53,0,14,13.9685495996,54,824563.1596,9891313.4918,6.0401607,3.3956494,3.1729875,1,1127.99942237112
55,54,0,54,0,272,272.29472245,55,824826.313,9890820.3956,7.7889972,1.0568414,3.6116352,1,880.562121717011
56,55,0,55,0,1233,1232.55823107,56,824881.3198,9891086.6121,6.4389057,2.7940841,4.1611414,1,793.947871355797
57,56,0,56,0,7,6.98681771724,57,823792.4778,9890479.8089,6.788631,3.5672691,2.6547263,1,1967.02539150608
58,57,0,57,0,7,6.67506859341,58,823771.6815,9890540.4515,6.788631,3.5672691,2.6644998,1,1971.45810597174
59,58,0,58,0,7,6.82810933591,59,823862.1692,9890450.1384,6.6945748,2.4099605,2.6734347,1,1908.71857899766
60,59,0,59,0,1079,1078.79247409,60,824896.4284,9890938.2921,6.0462565,3.255466,3.924042,1,789.250985325005
61,60,0,60,0,2,2.02194703796,61,823376.1357,9890624.0856,8.2573709,0.6588943,2.4201658,1,2341.252665631
62,61,0,61,0,334,334.361763917,62,824969.2154,9890811.4988,6.8405204,2.142714,4.3590341,1,744.445578727461
63,62,0,62,0,10,9.55144079173,63,824429.6738,9891188.9037,6.2588496,3.1122372,2.4378927,1,1251.26973380542
64,63,0,63,0,11,11.1668182583,64,824512.7002,9891222.7175,6.2588496,3.1122372,2.8664339,1,1172.0799779057
65,64,0,64,0,14,14.0213471358,65,824430.9438,9891235.5763,6.2588496,3.1122372,2.4574394,1,1254.76001605404
66,65,0,65,0,16,16.1162850083,66,824271.3204,9891113.3068,5.6389852,10.9041214,1.7637606,1,1404.46468321481
67,66,0,66,0,10,10.0290896127,67,823654.2605,9891077.072,4.9216127,11.7114229,1.8464391,1,2020.79912817427
68,67,0,67,0,2,2.02367741722,68,823378.4319,9890618.2042,8.2573709,0.6588943,2.4767256,1,2340.08978712014
69,68,0,68,0,9,9.12814325653,69,822851.3808,9891470.8522,5.3789773,9.2871923,3.5772977,1,2664.3151264889
70,69,0,69,0,11,11.1761238265,70,822769.2275,9891423.3858,4.9867058,9.1737661,4.0549316,1,2756.67880245846
71,70,0,70,0,6,6.36240297864,71,822592.2209,9891249.713,5.4303341,8.1455956,4.2222114,1,2977.01121228676
72,71,0,71,0,8,7.58230139331,72,822517.2114,9891213.2004,6.5059466,2.7333381,4.5157905,1,3059.45112406422
73,72,0,72,0,6,5.50741335784,73,822675.7963,9890710.48,7.9062986,0.7691454,1.8890976,1,3020.4110781182
74,73,0,73,0,5,4.67587884939,74,822707.5464,9890796.4169,7.9062986,0.7691454,1.2413932,1,2979.84349726124
75,74,0,74,0,5,5.29167724866,75,823824.7359,9890470.1612,6.6945748,2.4099605,2.6584375,1,1938.72746312227
76,75,0,75,0,4,3.86256193154,76,823928.4528,9890389.1138,7.4277806,1.4699498,2.2943749,1,1864.66052928122
77,76,0,76,0,98,98.0421562819,77,825477.9192,9890840.3477,7.5625362,2.0220025,2.1900496,1,264.115821746054
78,77,0,77,0,137,137.385027293,78,825366.2649,9890838.4956,6.6149058,3.2011352,3.8521137,1,364.324672500741
79,78,0,78,0,5,4.62287902616,79,825307.1727,9890692.5477,7.9347234,1.6711097,5.0492144,1,459.383117018055
80,79,0,79,0,95,95.412935909,80,825537.3031,9891711.6709,7.1990118,2.5410988,4.1532917,1,147.71449204531
81,80,0,80,0,353,353.015599667,81,825472.7976,9891653.7623,7.5016718,2.0942087,3.9549725,1,233.83362092024
82,81,0,81,0,128,127.9497064,82,825266.3395,9891599.064,6.8746543,2.0205319,5.3628597,1,429.877655423345
83,82,0,82,0,130,130.138686715,83,824349.4306,9892557.8957,7.6288962,1.2070999,2.3976328,1,956.033969299798
84,83,0,83,0,14,13.8116831079,84,824384.0911,9892688.8383,6.6725688,2.170373,3.4330912,1,900.155801991837
85,84,0,84,0,16,15.7865907745,85,824302.5992,9892657.3528,7.6288962,1.2070999,2.1554377,1,985.514913894405
86,85,0,85,0,81,80.5852257058,86,824250.2116,9892466.1116,7.534102,1.5723817,1.6148691,1,1071.75425613742
87,86,0,86,0,8,7.53018873746,87,824115.2739,9892657.7232,6.2263327,3.6770227,1.7080895,1,1170.56333558361
88,87,0,87,0,28,27.8831725789,88,824136.4406,9892588.6668,6.2263327,3.6770227,1.5814017,1,1160.24755811038
89,88,0,88,0,10,9.96326008837,89,824110.7759,9892628.0898,6.2263327,3.6770227,1.5492729,1,1179.55671954883
90,89,0,89,0,17,16.9519605468,90,824109.7176,9892600.0439,6.2263327,3.6770227,1.5850751,1,1184.90748865364
91,90,0,90,0,8,8.30810180551,91,823905.988,9892592.3975,6.2293906,4.7196889,1.5882311,1,1387.39636928589
92,91,0,91,0,9,9.26421418749,92,823912.8672,9892527.839,5.2305212,7.7213969,1.5913901,1,1390.68931798402
93,92,0,92,0,11,11.4781834542,93,824200.4699,9892244.9988,5.7676806,7.0456486,2.2206364,1,1166.14939624177
94,93,0,93,0,74,73.6784112281,94,824371.391,9892336.8094,7.279552,1.9634352,2.6906135,1,979.935946075259
95,94,0,94,0,23,23.3464338544,95,824406.8453,9892120.2476,5.9763827,6.3848681,4.3856454,1,992.895672007935
96,95,0,95,0,25,25.4798518173,96,824447.5912,9892097.5198,6.313334,3.9625566,4.7172689,1,959.39708968262
97,96,0,96,0,16,15.5632896998,97,824285.9305,9892020.8169,5.5870118,4.9111195,2.4297485,1,1135.3781799748
98,97,0,97,0,10,9.72863025346,98,824157.0781,9892071.0879,5.3023162,7.1486297,2.1804471,1,1246.88804933429
99,98,0,98,0,8,8.47081671355,99,824018.7008,9892035.369,5.8899899,5.2286468,1.4437716,1,1389.79589930095
100,99,0,99,0,9,8.61422646015,100,824171.3656,9892182.3454,5.7676806,7.0456486,2.3100693,1,1207.58196748087
101,100,0,100,0,74,74.4699000938,101,824184.5948,9892361.4951,6.3856273,3.7318401,1.5342458,1,1157.58843193602
102,101,0,101,0,9,9.1845286998,102,823803.3295,9892269.2612,5.5546331,6.3527904,1.4130106,1,1549.68612308701
103,102,0,102,0,133,133.330316429,103,824132.7364,9892516.8323,6.2520008,4.1249752,1.612986,1,1176.58378672287
104,103,0,103,0,85,85.1766918497,104,824377.6881,9892412.5598,7.279552,1.9634352,2.5899367,1,958.108878966514
105,104,0,104,0,74,73.604263196,105,824474.5258,9892476.3245,7.3151035,2.0165226,3.1328008,1,850.177428691424
106,105,0,105,0,17,16.6855738569,106,824632.4824,9892325.7763,6.6907921,3.6066279,4.7034569,1,726.770949216915
107,106,0,106,0,7,7.30606070065,107,823932.9227,9892250.1979,5.9186678,4.911911,1.831284,1,1426.83716529578
108,107,0,107,0,11,10.8055220188,108,824338.0006,9892175.8035,6.5229807,3.5763857,3.5115905,1,1045.96856916405
109,108,0,108,0,27,27.2847035614,109,824622.7788,9892415.8446,6.6907921,3.6066279,4.5090175,1,717.637541267124
110,109,0,109,0,17,17.4755588193,110,824752.6729,9892582.3836,7.562953,1.4451202,5.1990261,1,556.109370279958
111,110,0,110,0,27,26.6642911961,111,824684.6749,9892580.1347,7.562953,1.4451202,4.7015357,1,623.102398388291
112,111,0,111,0,22,21.5781887745,112,824698.5655,9892564.2596,7.562953,1.4451202,4.727953,1,612.795268207152
113,112,0,112,0,21,20.6786295941,113,824684.5426,9892458.7171,6.6104226,2.4901404,4.7607093,1,648.342478121395
114,113,0,113,0,30,29.8103363157,114,824644.0844,9892509.8248,6.4769859,3.6855624,4.4747648,1,677.356303118692
115,114,0,114,0,15,15.3118866885,115,824768.6505,9892668.7894,7.562953,1.4451202,5.5195355,1,523.432691815068
116,115,0,115,0,13,13.3283053855,116,824930.5758,9892696.3062,7.4844899,1.3371696,6.1491761,1,359.207863225608
117,116,0,116,0,13,12.9515354665,117,824976.0842,9892553.8119,7.5697956,1.4770058,6.4227114,1,343.437050863424
118,117,0,117,0,12,12.2181607747,118,825076.4144,9892605.882,7.5036392,1.3475157,4.7699833,1,234.50719198815
119,118,0,118,0,12,12.1242938706,119,825109.8578,9892599.7436,7.5036392,1.3475157,4.6906633,1,203.056312155659
120,119,0,119,0,11,11.1402060498,120,825132.2945,9892490.5446,7.7822995,1.4052305,6.0558448,1,203.688363311579
121,120,0,120,0,14,14.0164534181,121,825163.1979,9892393.4317,7.5062828,1.1668603,5.6960087,1,193.53720609538
122,121,0,121,0,15,14.8403010564,122,825036.0753,9892309.3635,7.3369656,1.5311828,8.0841036,1,336.173843575884
123,122,0,122,0,15,14.8556240371,123,825010.6753,9892307.776,7.3369656,1.5311828,8.1437893,1,361.122867143598
124,123,0,123,0,17,16.5655700648,124,824785.9168,9892347.9068,6.5222621,3.3707104,5.9718814,1,572.076842353194
125,124,0,124,0,19,18.8953635649,125,824696.8049,9892323.9884,6.5222621,3.3707104,5.2571926,1,664.208818683661
126,125,0,125,0,18,17.5415708722,126,824705.0511,9892672.022,7.562953,1.4451202,5.0688148,1,585.582909401438
127,126,0,126,0,17,17.0401867422,127,824728.3345,9892713.1277,6.7171583,2.5031042,5.6024408,1,556.263693032482
128,127,0,127,0,18,18.4101702771,128,824658.061,9892716.3027,7.0446682,2.2081189,5.3490515,1,625.217011842809
129,128,0,128,0,18,17.5415708704,129,824688.9644,9892749.5345,6.7171583,2.5031042,5.5117297,1,589.578812557275
130,129,0,129,0,20,19.5216278051,130,824560.2708,9892708.0477,7.0446682,2.2081189,4.6980453,1,723.11541675554
131,130,0,130,0,34,34.1440733349,131,824641.551,9892656.0623,6.404665,2.8654761,4.8812938,1,650.822355758403
132,131,0,131,0,19,19.4284562617,132,824611.2826,9892700.9357,7.0446682,2.2081189,5.0389748,1,673.799849092917
133,132,0,132,0,42,42.3524637553,133,824642.6093,9892614.9989,6.404665,2.8654761,4.4219999,1,657.346805216955
134,133,0,133,0,35,34.8730765003,134,824620.3843,9892558.9283,6.404665,2.8654761,4.1993375,1,690.388820159128
135,134,0,134,0,95,95.3244802013,135,824538.8925,9892616.7134,7.4389896,1.3459903,3.9157689,1,758.87359032669
136,135,0,135,0,128,128.141654966,136,824390.0905,9892621.5817,7.6288962,1.2070999,2.785007,1,904.556470291149
137,136,0,136,0,14,14.1239217628,137,824520.3451,9892210.9158,7.1616201,1.7929146,5.1957679,1,860.371307609215
138,137,0,137,0,73,73.0311354939,138,824447.9444,9892416.1165,7.1877704,1.7260593,2.897814,1,888.635904827538
139,138,0,138,0,77,76.7499731365,139,824182.7961,9892424.6815,7.534102,1.5723817,1.5986716,1,1146.28052735834
140,139,0,139,0,66,66.4085044672,140,824203.7511,9892454.9499,7.534102,1.5723817,1.5986716,1,1119.51868646765
141,140,0,140,0,15,15.0319860315,141,824633.986,9892870.2614,6.9462886,2.7472465,4.7685246,1,627.787995352361
142,141,0,141,0,17,17.2536702047,142,824694.2818,9892845.8626,6.1282411,3.5517037,5.3438268,1,570.493813271763
143,142,0,142,0,17,16.940861123,143,824694.0013,9892845.5822,6.1282411,3.5517037,5.3438268,1,570.803067734133
144,143,0,143,0,17,17.4609313134,144,824680.1728,9892822.486,6.1282411,3.5517037,5.3438268,1,587.213171127795
145,144,0,144,0,16,15.5225739705,145,824635.511,9892797.9326,7.0446682,2.2081189,5.0273457,1,634.969678804239
146,145,0,145,0,12,11.6236361412,146,824153.3389,9892773.0005,5.8099089,5.896708,2.0736656,1,1116.1625968683
147,146,0,146,0,10,9.62827183146,147,824119.7367,9892810.8227,5.8828058,5.0954485,1.8678799,1,1145.45032442212
148,147,0,147,0,9,8.78522019748,148,824125.6899,9892753.3816,5.8099089,5.896708,1.9446317,1,1145.9767300942
149,148,0,148,0,11,10.9770420722,149,824165.8823,9892691.2573,5.8099089,5.896708,1.9139833,1,1115.4072607555
150,149,0,149,0,12,11.7136866895,150,824006.4123,9892808.6849,5.7204909,5.9556823,1.651557,1,1258.33819131761
151,150,0,150,0,10,10.417214704,151,823998.7923,9892832.0212,5.7204909,5.9556823,1.5540298,1,1263.38247470264
152,151,0,151,0,11,11.3614664323,152,825315.0264,9892806.3883,6.9198937,1.4812742,3.1134081,1,37.7906140739603
153,152,0,152,0,5,4.57079630771,153,825373.2878,9892683.0234,6.862545,1.4988955,2.6338062,1,71.9017832733096
154,153,0,153,0,6,6.23789773426,154,825339.1565,9892665.5609,7.2207317,1.7220755,3.0277679,1,34.8969215280596
155,154,0,154,0,10,9.98266883762,155,825285.8097,9892666.3414,7.3297305,1.9009149,3.5255282,1,17.1351389892023
156,155,0,155,0,9,8.67806835435,156,825297.6366,9892626.511,7.2207317,1.7220755,3.5344019,1,13.8013410749123
157,156,0,156,0,4,4.2928680728,157,825359.708,9892581.4418,7.2207317,1.7220755,3.3118725,1,37.6072562389662
158,157,0,157,0,6,5.93140135036,158,825357.8824,9892566.4557,7.2207317,1.7220755,3.6068623,1,32.7218163181899
159,158,0,158,0,6,5.95525320261,159,825365.8199,9892534.3882,6.56703,2.5732067,3.7594247,1,33.8557628538468
160,159,0,159,0,6,5.63731296116,160,825379.7106,9892487.2631,6.56703,2.5732067,4.3593326,1,37.7001098815732
161,160,0,160,0,12,11.8399430807,161,825291.2125,9892446.2844,7.3725991,1.4957068,4.8361149,1,57.3596144339558
162,161,0,161,0,15,14.6040345901,162,825230.3643,9892418.7281,7.6348028,1.1203761,5.6042037,1,122.591295356036
163,162,0,162,0,11,11.3647931993,163,825230.0336,9892560.34,7.3297305,1.9009149,4.7800541,1,93.627778423888
164,163,0,163,0,11,10.8142079438,164,825217.8627,9892539.6363,7.3725991,1.4957068,4.7800541,1,109.817329181475
165,164,0,164,0,226,225.630386932,165,823331.7138,9896158.7246,6.7385397,1.644477,2.8774917,1,918.599886515269
166,165,0,165,0,213,212.566177486,166,823305.7432,9896167.6999,6.7385397,1.644477,2.7978559,1,939.539253796586
167,166,0,166,0,348,347.746645103,167,823605.315,9896202.2123,7.0049963,1.4475886,4.3092856,1,644.761705614551
168,167,0,167,0,679,679.483852874,168,824321.9681,9896043.2575,6.0054007,5.0207095,5.5222368,1,172.229546233719
169,168,0,168,0,729,729.034957631,169,824299.4486,9896143.1983,5.1078653,9.6269627,3.7385652,1,112.722256875719
170,169,0,169,0,197,197.302033656,170,824896.1674,9895525.6794,6.2900052,5.3244705,7.1429896,1,531.525114544629
171,170,0,170,0,122,121.694536368,171,825323.965,9895483.6187,6.4260159,4.1430154,6.2884107,1,157.268648110615
172,171,0,171,0,595,594.500474648,172,824046.5191,9896190.299,5.8192482,6.1648602,4.8170671,1,256.820233488219
173,172,0,172,0,299,299.170948925,173,823724.5902,9896239.8649,6.9917779,2.0070357,4.4373546,1,519.772184115341
174,173,0,173,0,48,48.3181563679,174,823714.7798,9896276.9168,6.9917779,2.0070357,4.3106289,1,517.7887328556
175,174,0,174,0,34,33.798190729,175,824163.714,9896355.1519,6.166111,4.1850514,2.3253655,1,73.0691462207161
176,175,0,175,0,181,181.457959065,176,824022.5882,9895957.7196,6.3973236,2.2792082,6.3808203,1,435.514923030281
177,176,0,176,0,23,23.4231935954,177,824558.3838,9896460.3507,6.6044402,3.8251007,0,1,255.948395871702
178,177,0,177,0,127,126.729133578,178,824698.417,9896430.9106,5.3243685,9.2866039,0.9049433,1,176.184081646685
179,178,0,178,0,8,8.31079446666,179,825063.2959,9896541.4364,6.3130746,2.9080966,1.1620033,1,138.558857381898
180,179,0,179,0,10,10.1880082178,180,825014.3963,9896392.7388,5.4301429,6.1485047,2.7314532,1,22.3990859099253
181,180,0,180,0,22,22.0140906424,181,825044.7825,9896210.8987,6.2590528,3.6069646,4.4602919,1,133.474915806692
182,181,0,181,0,14,14.0922113917,182,825045.2467,9896258.9328,6.2590528,3.6069646,4.3148608,1,113.218525180284
183,182,0,182,0,42,41.5512212419,183,825078.2584,9896173.7915,6.2590528,3.6069646,5.1824803,1,100.110400000587
184,183,0,183,0,8,7.87245834464,184,825157.2091,9896247.0414,6.2590528,3.6069646,3.7136712,1,15.4559749314375
185,184,0,184,0,5,4.69127557582,185,825247.1864,9896319.0181,7.014957,2.433995,2.6123083,1,93.6190498715471
186,185,0,185,0,6,5.91272731339,186,825251.7766,9896228.8441,6.8222785,2.6313767,3.8250983,1,73.4078000001609
187,186,0,186,0,8,7.97845790885,187,825177.0779,9896168.442,6.6159873,2.8974965,4.8101435,1,1.29090000037104
188,187,0,187,0,7,7.04611623143,188,825254.6938,9896166.9024,6.6159873,2.8974965,4.149518,1,76.3249999992549
189,188,0,188,0,4,4.36760657677,189,825316.3398,9896087.8466,7.4446678,2.156317,5.284409,1,116.205330836359
190,189,0,189,0,5,5.20938124052,190,825345.5335,9896002.0762,7.287528,2.1374633,5.1668105,1,95.1319531447163
191,190,0,190,0,5,4.56398391555,191,825372.2104,9895949.8057,7.287528,2.1374633,4.506165,1,89.0482261689372
192,191,0,191,0,21,20.9341631386,192,825212.9782,9895987.4398,5.9115353,4.7516675,6.8043776,1,24.0218358294956
193,192,0,192,0,15,14.7758952591,193,825232.0311,9895947.6057,5.9115353,4.7516675,6.7238107,1,29.7291606244123
194,193,0,193,0,4,4.07338607437,194,825420.5898,9895835.1563,7.5546966,2.3435597,4.5628834,1,76.5421738063789
195,194,0,194,0,6,5.70760948054,195,825479.0354,9895733.3496,7.2737064,2.468462,3.9960446,1,81.3807160198165
196,195,0,195,0,7,6.64936365851,196,825583.0103,9895553.7643,7.296556,2.4549954,3.1380379,1,107.908210710911
197,196,0,196,0,4,3.89514644724,197,825620.9228,9895402.4125,6.9276676,2.2065551,3.8001728,1,66.538835166111
198,197,0,197,0,13,13.185552176,198,825524.6099,9895362.6755,5.9251966,6.1663408,5.0695949,1,33.7109621656853
199,198,0,198,0,13,13.2711106822,199,825483.5323,9895438.3436,6.8093662,2.4566152,5.1217704,1,30.3236369786757
200,199,0,199,0,17,16.5533522788,200,825375.7487,9895375.863,5.3490868,7.1352191,6.1470394,1,154.67039903
201,200,0,200,0,14,14.3259800651,201,825483.1847,9895277.5963,6.4470568,3.673728,6.5085597,1,118.896457096241
202,201,0,201,0,8,8.02549768308,202,825181.8611,9895308.188,5.4410033,6.9475861,6.9124384,1,358.501454179826
203,202,0,202,0,8,7.64068854046,203,825105.7625,9895348.4916,5.6986618,6.7677226,6.5468535,1,411.570029589683
204,203,0,203,0,7,7.04608989676,204,825071.7216,9895217.9001,6.483295,3.0761125,6.7030511,1,497.243664478993
205,204,0,204,0,8,8.34471990812,205,824919.5404,9895254.2649,5.5428877,5.7430048,6.9507313,1,620.019775566441
206,205,0,205,0,7,7.26804695585,206,824765.9337,9895297.5303,6.5070028,2.5202079,6.6096625,1,745.008716388947
207,206,0,206,0,7,6.70977630753,207,824741.3715,9895405.3123,6.3527632,3.1590667,6.7066283,1,724.408361667754
208,207,0,207,0,6,5.78667396865,208,824684.4757,9895489.6046,6.4771161,3.1519778,6.4498067,1,695.25518931762
209,208,0,208,0,5,5.17755622779,209,824528.1012,9895456.5279,6.8511677,3.0602298,5.9323192,1,701.682168187039
210,209,0,209,0,8,8.32241241839,210,824272.8275,9895522.2098,6.6081095,5.0544167,6.6261568,1,662.251998528929
211,210,0,210,0,4,4.18859921563,211,824239.8579,9895720.2731,6.6617365,2.367058,6.0376821,1,488.998186242537
212,211,0,211,0,5,5.4499904584,212,824381.174,9895751.7563,7.2826033,1.7966061,6.0589161,1,413.553018906544
213,212,0,212,0,29,28.7764744708,213,824472.6654,9895796.4485,6.4468756,3.1821797,6.2556386,1,360.191700000316
214,213,0,213,0,5,5.20587264711,214,824536.9527,9895643.3907,7.1451659,1.7130789,6.0791483,1,516.269788487494
215,214,0,214,0,12,11.961625524,215,824554.033,9895780.5796,5.5766253,8.0037928,5.983953,1,382.407253234396
216,215,0,215,0,8,8.32243962208,216,824615.7535,9895727.8587,5.5766253,8.0037928,6.2256455,1,447.289840874519
217,216,0,216,0,10,9.98365403048,217,824686.7737,9895700.9379,5.5317411,7.8678098,6.7623196,1,496.247873846287
218,217,0,217,0,7,7.46091327282,218,824763.6128,9895658.7381,5.1032848,8.0768442,6.4799428,1,564.164211831852
219,218,0,218,0,8,7.7228631191,219,824838.2429,9895511.2015,6.2900052,5.3244705,6.5619164,1,589.590607084228
220,219,0,219,0,11,10.6064692198,220,824291.6444,9895833.9949,6.4497943,2.4628332,6.2999907,1,364.120941495356
221,220,0,220,0,71,70.8082440706,221,824454.1763,9895876.2577,6.1764588,3.9493392,6.0507941,1,280.74763917511
222,221,0,221,0,6,5.53211821154,222,824160.1827,9895857.8059,6.1280913,3.6986194,6.2636137,1,418.314978881196
223,222,0,222,0,6,5.92620417971,223,824112.6512,9895760.1446,6.7410998,2.3258073,5.917707,1,523.266480833776
224,223,0,223,0,5,4.62789635216,224,824187.8892,9895705.5692,6.6617365,2.367058,5.9878941,1,525.955538621252
225,224,0,224,0,3,2.86154478574,225,824260.7215,9895627.0314,7.0989757,1.874809,6.6535258,1,566.430327315183
226,225,0,225,0,4,3.98496563772,226,824252.3195,9895723.4228,6.6617365,2.367058,6.161109,1,480.73308022592
227,226,0,226,0,6,6.33435433249,227,824414.9333,9895673.6197,7.2826033,1.7966061,6.0713477,1,485.980612442307
228,227,0,227,0,6,6.35347758543,228,824132.8598,9895890.2201,6.1280913,3.6986194,6.4717269,1,412.355625511735
