OID_,mem_point_LineOID,mem_point_Value,Movement_Merge_FID,Movement_Merge_Id,Movement_Merge_Length,Movement_Merge_Distance,Movement_Merge_UniID,POINT_X,POINT_Y,TWI,S,ID,NEAR_FID,DFC
1062,1061,0,1061,0,10,10.4103001452,1062,823312.3718,9891937.4958,5.5527239,8.0474672,1.2203938,1,2098.89913147785
1063,1062,0,1062,0,9,8.7960126669,1063,823085.8732,9891828.6413,5.3539867,9.3192501,1.2571373,1,2344.58096197986
1064,1063,0,1063,0,10,10.4912833313,1064,823264.1252,9891562.2576,5.1250296,9.6077433,1.5782589,1,2242.82890840485
1065,1064,0,1064,0,6,6.14777364745,1065,823082.0419,9891604.1027,5.7212481,7.7856641,1.5818281,1,2406.03880075864
1066,1065,0,1065,0,8,7.70528643166,1066,823010.5679,9891563.3465,5.1031013,9.3855848,1.9868789,1,2485.74364391503
1067,1066,0,1066,0,10,10.0927641973,1067,822870.9547,9891536.6856,5.3789773,9.2871923,3.1231453,1,2627.41729562301
1068,1067,0,1067,0,6,5.70067320052,1068,822627.4339,9890949.9628,7.313355,1.6607925,2.3273253,1,3044.12544887455
1069,1068,0,1068,0,6,6.1722868947,1069,822529.3328,9890746.4675,5.8875966,6.1859403,2.1018455,1,3162.03955415124
1070,1069,0,1069,0,4,3.95832405761,1070,822476.4356,9890517.4064,7.5903382,2.0145955,2.4787338,1,3245.55326104411
1071,1070,0,1070,0,7,7.42680169774,1071,822536.1493,9890417.2844,8.2679167,0.7234223,2.608772,1,3205.04569137056
1072,1071,0,1071,0,5,5.21256149788,1072,822761.8722,9890398.5476,7.8849945,1.2271008,2.3995974,1,2987.46247599195
1073,1072,0,1072,0,4,4.02607491411,1073,822946.3274,9890427.3538,6.5226097,2.6173131,1.594888,1,2801.06311330245
1074,1073,0,1073,0,9,9.48476942111,1074,823133.3013,9891127.1161,5.1409292,10.7081184,2.8287919,1,2509.03761529053
1075,1074,0,1074,0,5,5.0993023853,1075,823107.86,9891385.6751,6.6797838,6.4677315,3.2470341,1,2444.20600726381
1076,1075,0,1075,0,5,5.34228272508,1076,823006.9784,9891516.1963,5.0838356,10.6877031,2.5965636,1,2502.24768050611
1077,1076,0,1076,0,6,5.83170481031,1077,822709.8822,9891601.2939,5.9619598,9.1560631,3.5892935,1,2766.30599073778
1078,1077,0,1077,0,4,3.92878925177,1078,822580.4615,9891019.7102,7.313355,1.6607925,3.584017,1,3062.20062917135
1079,1078,0,1078,0,4,3.74239507722,1079,822545.2316,9890835.6124,6.4631629,2.3848042,1.8410368,1,3138.38127167132
1080,1079,0,1079,0,5,4.77399576104,1080,822627.3752,9890709.7687,6.7298946,3.0486596,2.0287795,1,3068.5809566183
1081,1080,0,1080,0,7,6.85539798968,1081,822868.3152,9890650.1272,6.5165663,3.4714994,1.3084437,1,2837.57967256716
1082,1081,0,1081,0,4,4.05114956457,1082,823101.8498,9890478.9258,7.5005102,1.3666444,1.4590844,1,2638.21816222568
1083,1082,0,1082,0,5,5.15972166072,1083,822724.6653,9890527.5967,8.3138866,0.6753261,2.2567406,1,2999.35853223818
1084,1083,0,1083,0,5,5.25550669287,1084,822647.2913,9890484.2086,7.939796,1.5553838,2.5120621,1,3083.39545442461
1085,1084,0,1084,0,5,4.66534414245,1085,822657.5401,9890185.6357,7.2364168,2.1918194,3.2854283,1,3107.21795554878
1086,1085,0,1085,0,4,3.9583204673,1086,822432.8607,9890305.811,8.2679167,0.7234223,2.4726479,1,3328.63208828632
1087,1086,0,1086,0,5,5.19655747925,1087,822474.7731,9890219.3983,5.8748884,4.613884,2.8663902,1,3291.59526774823
1088,1087,0,1087,0,5,5.1954875325,1088,822453.6942,9890122.6124,6.2947493,3.4604344,2.906852,1,3280.34921666435
1089,1088,0,1088,0,6,5.52262835499,1089,822509.7087,9890036.3979,6.4790053,3.3728456,2.3365645,1,3187.12954714423
1090,1089,0,1089,0,4,4.47304164287,1090,822454.6321,9889983.1459,6.4790053,3.3728456,2.3413274,1,3206.92767422299
1091,1090,0,1090,0,7,6.78676026341,1091,822533.7487,9889882.7959,6.4451475,3.6334994,2.3879762,1,3088.32074793084
1092,1091,0,1091,0,5,5.20508290849,1092,822426.9752,9889761.1206,6.2087274,3.9054821,2.2680407,1,3125.46505513496
1093,1092,0,1092,0,4,3.81854422782,1093,822556.4434,9889646.611,8.0206347,1.1276004,2.063149,1,2958.79877645293
1094,1093,0,1093,0,4,3.61885890419,1094,822691.3706,9889710.7476,7.6263361,1.5177861,2.1992629,1,2867.37421420336
1095,1094,0,1094,0,9,9.12764953799,1095,822774.6781,9889794.3117,7.6263361,1.5177861,2.2089725,1,2835.32897903897
1096,1095,0,1095,0,4,4.17262476278,1096,822845.1102,9889705.4507,7.0494814,2.148201,1.9357218,1,2729.9976396924
1097,1096,0,1096,0,9,9.38901615791,1097,822774.2087,9889577.4366,8.3115807,1.0242919,1.4394634,1,2732.76077635206
1098,1097,0,1097,0,4,4.45326813572,1098,822461.961,9889530.6265,5.7755194,4.7803793,1.5944041,1,2997.19136518709
1099,1098,0,1098,0,5,4.93152809239,1099,822493.7789,9889360.427,6.2116976,3.6855059,0.7553551,1,2903.94633460669
1100,1099,0,1099,0,6,5.88067448345,1100,823244.0585,9889481.2933,5.887188,5.2912035,2.3647823,1,2272.3892128995
1101,1100,0,1100,0,15,14.7076444621,1101,823567.0175,9889408.4827,7.0841756,1.5715073,2.3661702,1,1957.69614406319
1102,1101,0,1101,0,9,9.21890833626,1102,823750.6022,9889384.0266,7.8623481,0.8380712,1.9822187,1,1791.04775556865
1103,1102,0,1102,0,8,8.22183266438,1103,823576.9443,9889579.825,8.4464645,0.7411331,2.3636096,1,2046.24581990228
1104,1103,0,1103,0,7,7.42103018268,1104,823639.0712,9889691.3226,7.0730271,2.6246183,1.590766,1,2066.41306054181
1105,1104,0,1104,0,7,6.96561836763,1105,823596.8953,9889749.1112,7.0730271,2.6246183,1.5901271,1,2135.92757320347
1106,1105,0,1105,0,8,7.92029807504,1106,823486.9844,9889765.3407,6.4407682,3.2289577,1.585646,1,2230.89424767632
1107,1106,0,1106,0,9,9.45827695102,1107,823358.309,9889757.7909,6.2570667,3.0460532,2.2498393,1,2327.88323814345
1108,1107,0,1107,0,8,8.29799280574,1108,823229.0584,9889774.2454,6.9052782,2.454843,2.2703996,1,2442.09871030336
1109,1108,0,1108,0,6,5.96568567027,1109,823083.0275,9889804.5269,7.3214736,2.8221576,2.0883787,1,2579.49243266489
1110,1109,0,1109,0,7,7.12383324139,1110,823579.6724,9890190.4935,6.6420474,3.3979485,1.9256337,1,2187.26580163488
1111,1110,0,1110,0,9,8.91347801668,1111,823447.4965,9890151.3715,7.4562116,2.4767728,2.1712627,1,2316.56407810534
1112,1111,0,1111,0,11,11.2095185091,1112,822866.2401,9889916.454,7.1053162,1.8742939,1.9490424,1,2821.97128118562
1113,1112,0,1112,0,8,8.48247417187,1113,823072.2911,9890286.0061,5.9762292,4.0273294,1.602811,1,2701.07188596078
1114,1113,0,1113,0,5,4.99346448835,1114,823070.5008,9890396.6766,6.8467751,3.5318072,1.5940092,1,2686.74881929576
1115,1114,0,1114,0,5,4.77547743444,1115,822967.9092,9890563.2072,7.9996438,0.9746643,1.4007427,1,2753.6916105519
1116,1115,0,1115,0,7,6.55766364435,1116,822968.9034,9889862.3448,6.8301582,2.3567538,1.8934423,1,2706.49630184992
1117,1116,0,1116,0,7,7.39947720806,1117,823434.7176,9889699.9188,6.4407682,3.2289577,2.3408198,1,2232.03397844545
1118,1117,0,1117,0,6,5.80382454625,1118,826021.8725,9890460.719,6.6872582,2.5072002,1.3031727,1,47.4769909664955
1119,1118,0,1118,0,6,6.42101220908,1119,825976.2226,9891026.3539,6.9140434,2.4882963,0.4448968,1,256.552732877362
1120,1119,0,1119,0,5,4.93611712448,1120,825924.0284,9891480.6766,6.963026,2.6673687,0.3391713,1,235.073243568893
1121,1120,0,1120,0,4,3.64417269372,1121,825716.0846,9892706.459,7.4357262,1.3657982,1.2545815,1,412.134310764075
1122,1121,0,1121,0,4,3.73045719802,1122,825638.3457,9892779.8687,7.6619191,1.1981095,1.0373178,1,351.258095368007
1123,1122,0,1122,0,4,3.56559801734,1123,825742.5577,9892818.7542,7.5753136,1.2165381,0.6991466,1,461.259096268689
1124,1123,0,1123,0,5,4.85984332929,1124,825706.4424,9892898.4483,7.5753136,1.2165381,0,1,438.698976765047
1125,1124,0,1124,0,7,7.22784167895,1125,825474.6624,9892910.0425,7.2573833,1.4635302,1.0297856,1,211.445534408952
1126,1125,0,1125,0,5,5.22796113621,1126,825680.1828,9893002.5901,8.1895399,1.1549152,0,1,426.589247439225
1127,1126,0,1126,0,6,5.93367407553,1127,825730.7255,9893115.0805,7.1190639,1.591597,0,1,488.487617330032
1128,1127,0,1127,0,3,3.26713026163,1128,825866.245,9893124.3653,7.4222255,1.47208,0,1,624.306771590893
1129,1128,0,1128,0,4,4.35756689612,1129,825853.32,9893168.066,7.4222255,1.47208,0,1,615.125218891305
1130,1129,0,1129,0,8,8.09296420344,1130,825505.8733,9893134.4723,7.0922217,1.615271,0.6801664,1,266.082087509094
1131,1130,0,1130,0,7,7.2197967858,1131,825492.5567,9893092.8484,7.0922217,1.615271,0.9015516,1,249.291816848423
1132,1131,0,1131,0,8,7.68057861985,1132,825440.3491,9893139.901,7.0922217,1.615271,1.4204624,1,201.252068009613
1133,1132,0,1132,0,7,6.64210929576,1133,825572.4969,9893251.3941,8.0008545,1.0420767,1.1388158,1,343.013792291694
1134,1133,0,1133,0,7,6.68402264616,1134,825485.5613,9893358.0914,6.8978505,2.1607425,2.4061358,1,227.230055446212
1135,1134,0,1134,0,6,5.74555619812,1135,825684.3754,9893327.6882,6.4224024,2.8912189,0,1,420.406384105497
1136,1135,0,1135,0,8,7.87413635897,1136,825592.6491,9893381.4111,6.8822937,1.6762613,1.2723982,1,315.213135848454
1137,1136,0,1136,0,5,4.60748958772,1137,825758.2829,9893329.6525,6.4224024,2.8912189,0,1,488.158448837461
1138,1137,0,1137,0,4,3.81321055985,1138,825874.5416,9893351.5421,6.492445,3.0407772,0,1,587.675898651644
1139,1138,0,1138,0,4,3.85780234222,1139,825943.7698,9893399.017,7.6841612,1.2106402,0,1,634.37557099832
1140,1139,0,1139,0,6,5.91432018639,1140,825922.492,9893470.6333,7.0043287,1.905314,0,1,587.381494902319
1141,1140,0,1140,0,6,6.17251981841,1141,825855.3959,9893436.4556,7.1168594,2.3615201,0,1,538.42297047206
1142,1141,0,1141,0,4,3.72959632155,1142,825874.9713,9893543.095,7.1168594,2.3615201,0,1,514.468315763096
1143,1142,0,1142,0,6,6.08100456559,1143,825672.1936,9893403.4311,6.4224024,2.8912189,0.3913113,1,380.657106765768
1144,1143,0,1143,0,7,6.60181680234,1144,825629.9503,9893447.4465,8.19452,1.1773142,1.0242493,1,324.971764102886
1145,1144,0,1144,0,5,4.62465248502,1145,825643.0496,9893575.8175,7.6284375,1.2236223,1.5901079,1,289.326457050058
1146,1145,0,1145,0,4,4.44468460352,1146,825650.9382,9893655.737,7.6284375,1.2236223,1.5243888,1,263.981261531428
1147,1146,0,1146,0,5,4.9447341567,1147,825701.3599,9893720.4774,6.9333668,1.906912,1.4028822,1,283.663820308698
1148,1147,0,1147,0,4,4.46997716192,1148,825942.4119,9893515.3854,7.0043287,1.905314,0,1,587.347599730256
1149,1148,0,1148,0,5,5.02635857887,1149,825810.2775,9893682.4619,7.4446912,1.6587729,0,1,398.621547960295
1150,1149,0,1149,0,5,4.69694149471,1150,825831.0342,9893775.9329,7.4446912,1.6587729,0,1,379.509514731197
1151,1150,0,1150,0,5,4.96731148077,1151,825736.939,9893787.8641,6.9333668,1.906912,1.0810494,1,288.712810461148
1152,1151,0,1151,0,6,6.08101264393,1152,825707.4068,9893816.8578,6.1521444,3.0358009,1.6110368,1,249.932348743136
1153,1152,0,1152,0,6,5.75213870634,1153,825693.2529,9893849.7884,6.1521444,3.0358009,1.744417,1,223.593484779622
1154,1153,0,1153,0,5,4.99363272671,1154,825641.9683,9893860.7612,7.0319319,1.851328,2.8781371,1,172.286123999567
1155,1154,0,1154,0,4,3.56251989003,1155,825856.2617,9894013.5571,6.7441502,1.7267624,1.022824,1,290.731499381564
1156,1155,0,1155,0,4,4.08694928143,1156,825820.0705,9894005.4242,6.7441502,1.7267624,1.1297997,1,262.407741570581
1157,1156,0,1156,0,3,3.46955090381,1157,825927.1999,9894046.0201,6.9761767,2.1256108,0.3495611,1,338.941678256269
1158,1157,0,1157,0,4,4.20406128498,1158,825942.6335,9894114.6092,6.9085884,2.3012295,0.3685988,1,322.926309262044
1159,1158,0,1158,0,4,4.49993625082,1159,825834.9955,9894099.2953,7.0497694,3.2120249,1.518173,1,232.734655755655
1160,1159,0,1159,0,6,6.26665707948,1160,825758.592,9894185.7388,6.063489,4.4245167,2.7452726,1,126.286254858649
1161,1160,0,1160,0,7,7.33389933302,1161,825838.1781,9894256.5117,5.5985093,8.0109243,1.8471158,1,167.052604502673
1162,1161,0,1161,0,5,5.27768655763,1162,825861.7679,9894315.2447,6.0935726,3.670095,1.74184,1,162.674635304939
1163,1162,0,1162,0,3,3.23766236414,1163,825845.9977,9894380.3579,6.0935726,3.670095,1.9819982,1,113.115173730803
1164,1163,0,1163,0,5,4.75245444334,1164,825924.7154,9894458.5844,6.946876,2.3437088,1.5628341,1,135.507496769913
1165,1164,0,1164,0,6,6.40884653022,1165,824410.8712,9894456.4414,5.4923577,6.2436824,5.1673942,1,1194.68775739721
1166,1165,0,1165,0,9,8.75249623361,1166,824400.6178,9894337.7076,6.0770502,4.0725293,4.9993095,1,1155.69392626217
1167,1166,0,1166,0,6,6.13500016084,1167,824396.1853,9894237.324,5.4005876,5.951158,4.8446779,1,1118.85758399896
1168,1167,0,1167,0,7,6.97217663208,1168,824161.0184,9894254.5357,5.3210106,9.9400158,3.2249811,1,1340.64600197476
1169,1168,0,1168,0,8,7.84808873968,1169,824021.531,9894390.0725,4.9861145,9.266923,3.712081,1,1523.24197308869
1170,1169,0,1169,0,7,7.26254235316,1170,824211.2579,9894680.7326,5.9917436,3.7796812,5.6526823,1,1468.38232202132
1171,1170,0,1170,0,6,5.63381475483,1171,824504.5982,9894598.1863,6.2670045,3.4693477,6.3902426,1,1168.09153670301
1172,1171,0,1171,0,9,8.76280999936,1172,824558.449,9894706.6919,6.0164099,4.0344543,6.4569941,1,1175.02013477379
1173,1172,0,1172,0,11,10.9074465831,1173,825090.4146,9893280.8933,6.9764242,1.6558276,4.7526751,1,134.112265553564
1174,1173,0,1173,0,16,16.0271639686,1174,824906.1219,9893242.3395,7.0931549,1.7727054,6.0941944,1,320.698493917266
1175,1174,0,1174,0,12,12.3516667914,1175,824877.9182,9893351.8281,7.7743459,1.246485,7.0560746,1,346.63079614173
1176,1175,0,1175,0,15,14.768832123,1176,824979.7964,9892773.9315,7.4844899,1.3371696,5.8048663,1,298.448600007155
1177,1176,0,1176,0,3,3.19661210332,1177,824086.2957,9890241.7043,8.1243582,0.7756643,1.9198261,1,1687.590090854
1178,1177,0,1177,0,4,4.24943118793,1178,823822.6648,9890351.4744,6.7183857,2.0192058,2.3010821,1,1963.03091464515
1179,1178,0,1178,0,3,3.22428174962,1179,824799.6956,9890379.902,7.5334172,1.0742288,2.6354854,1,1015.35176165365
1180,1179,0,1179,0,4,4.40374864163,1180,824867.3104,9890552.0711,7.9106355,0.9670505,3.6395917,1,920.788160628404
1181,1180,0,1180,0,16,15.8834366132,1181,825094.0588,9892832.0579,8.0262785,1.1672126,4.3571157,1,176.618011174371
1182,1181,0,1181,0,9,8.93728835095,1182,825112.4213,9893408.6932,7.2828307,1.9294666,6.2093925,1,132.306377135883
1183,1182,0,1182,0,12,12.4916830404,1183,824949.0522,9893472.9582,7.202991,2.1287405,7.968399,1,307.83858112235
1184,1183,0,1183,0,11,11.4016471977,1184,825052.556,9893567.951,7.146831,1.5553963,7.637639,1,253.942901786441
1185,1184,0,1184,0,11,10.9520680865,1185,824312.7455,9892806.6727,6.4396987,2.776607,3.0117097,1,954.029925470871
1186,1185,0,1185,0,18,18.1261953391,1186,824310.0422,9893115.9215,6.4418812,3.0886998,2.8718457,1,926.683834451027
1187,1186,0,1186,0,11,11.0278539189,1187,823691.5439,9892990.3098,5.0922313,10.1995773,0.8433123,1,1553.93907093004
1188,1187,0,1187,0,9,9.35897382498,1188,823719.997,9892909.1754,5.3048139,8.8896065,1.17257,1,1532.46550382121
1189,1188,0,1188,0,10,9.77745026207,1189,823779.0527,9892805.3671,5.3048139,8.8896065,1.4699757,1,1484.71666141458
1190,1189,0,1189,0,6,6.23697971712,1190,823833.2863,9892695.203,6.544445,5.6143603,1.5157954,1,1443.55921761074
1191,1190,0,1190,0,11,10.5161891304,1191,823696.4689,9892607.3506,5.2816052,8.3379593,1.6019225,1,1592.13714213846
1192,1191,0,1191,0,9,8.64075353602,1192,823448.2218,9892777.5787,5.4785109,7.0178552,1.5345767,1,1816.60995801079
1193,1192,0,1192,0,10,9.78392269643,1193,823483.9127,9892667.1017,5.7268777,5.0502691,1.6105783,1,1793.52116487648
1194,1193,0,1193,0,8,7.58138296911,1194,823706.2315,9892462.2395,5.3959937,8.737215,1.5378332,1,1605.7253803518
1195,1194,0,1194,0,11,10.5930530418,1195,824122.5758,9890878.0841,5.1848025,8.6701469,1.987025,1,1563.96960510881
1196,1195,0,1195,0,6,6.15795472513,1196,823801.4181,9890953.4709,5.310276,7.6942048,2.0002298,1,1877.08339596458
1197,1196,0,1196,0,7,7.0191933623,1197,823654.6302,9891029.1788,6.0697446,5.3242583,2.0009611,1,2020.76935660936
1198,1197,0,1197,0,5,5.02629941158,1198,824114.1237,9894477.7433,6.6584539,2.3309889,4.6834054,1,1474.38372544835
1199,1198,0,1198,0,6,5.65924283982,1199,824028.5759,9894627.7555,5.8539724,4.1166553,4.9827218,1,1589.40760364126
1200,1199,0,1199,0,5,5.27534863697,1200,824085.3285,9894657.2022,5.8863168,3.8692701,5.5616417,1,1546.44706779429
1201,1200,0,1200,0,5,4.76165430807,1201,824355.8418,9894684.0902,6.0022459,3.7804434,6.2800236,1,1339.622784563
1202,1201,0,1201,0,6,5.69149323136,1202,824356.8705,9895180.8695,5.9642076,4.41572,7.0410714,1,982.134124613774
1203,1202,0,1202,0,5,4.93797738549,1203,824333.1469,9895444.8195,5.9090595,5.4517026,6.8035951,1,724.144128627263
1204,1203,0,1203,0,10,9.61540035403,1204,824335.9704,9891211.642,5.2329812,9.3756227,1.5968051,1,1346.76683140595
1205,1204,0,1204,0,7,7.04217910656,1205,823935.7437,9891262.8431,5.8379054,9.2789354,0,1,1727.49830769979
1206,1205,0,1205,0,6,5.51174845634,1206,823869.4351,9891370.6088,6.0627942,4.8531351,0,1,1737.3833007698
1207,1206,0,1206,0,5,5.02629771076,1207,824044.7796,9894570.4165,5.8863168,3.8692701,4.9381166,1,1575.46006199784
1208,1207,0,1207,0,8,8.03356365975,1208,824462.5383,9893900.6909,5.5555582,5.7056699,4.5260305,1,927.201009797372
1209,1208,0,1208,0,7,6.90284118555,1209,824399.6251,9893858.9779,5.3994722,6.3582549,4.2419472,1,968.546849728371
1210,1209,0,1209,0,10,9.86333155759,1210,824529.4907,9893705.3892,5.8906751,5.5389442,5.0917864,1,785.157405816715
1211,1210,0,1210,0,13,12.8895030685,1211,824530.9147,9893363.9337,5.9124255,4.4627914,5.9774675,1,693.404951338059
1212,1211,0,1211,0,7,7.21497763104,1212,824282.7625,9890132.0492,7.2722769,1.6100231,1.1230135,1,1481.76932867452
1213,1212,0,1212,0,7,6.95488738448,1213,824238.1133,9889868.6682,6.2907767,3.1364429,2.416075,1,1530.08271074879
1214,1213,0,1213,0,4,4.4093988022,1214,824368.8824,9889844.6935,7.0345745,1.670996,2.1177578,1,1402.86954758322
1215,1214,0,1214,0,6,6.15111692131,1215,825595.8326,9890310.1576,7.8664193,1.7169187,3.6201794,1,268.910283409291
1216,1215,0,1215,0,3,2.51932557117,1216,825413.8907,9890196.4059,6.7885962,3.0079887,4.8508143,1,374.864447639933
1217,1216,0,1216,0,5,5.12190600885,1217,825653.7892,9890165.0528,7.405757,2.7597208,3.0605326,1,139.143042156913
1218,1217,0,1217,0,4,4.26186696677,1218,825435.1781,9889882.3744,7.9485755,0.7099073,4.1728048,1,354.107178868753
1219,1218,0,1218,0,7,6.84092436543,1219,824971.4935,9890301.7637,8.1292896,0.8072737,3.6392357,1,828.013173777229
1220,1219,0,1219,0,24,24.4859697038,1220,824931.0197,9893946.719,7.1147795,2.2574432,9.7218437,1,512.033766285554
